row_label_raw,row_label_full,Năm kết thúcngày 31 tháng 12 năm 2025,Phát sinh trong năm > Số dưđầu nămTriệu VND,Phát sinh trong năm > Số phàinộpTriệu VND,Phát sinh trong năm > Số đãnộp/cấn trừTriệu VND,Phát sinh trong năm > Chênhlệch tỷgiá/điềuchính khácTriệu VND,Phát sinh trong năm > Số dưcuối nămTriệu VND,numeric__Phát sinh trong năm > Số dưđầu nămTriệu VND,numeric__Phát sinh trong năm > Số phàinộpTriệu VND,numeric__Phát sinh trong năm > Số đãnộp/cấn trừTriệu VND,numeric__Phát sinh trong năm > Chênhlệch tỷgiá/điềuchính khácTriệu VND,numeric__Phát sinh trong năm > Số dưcuối nămTriệu VND
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,1.182.769,1.701.126,(2.773.231),391,111.055,1182769.0,1701126.0,-2773231.0,391.0,111055.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,54.206,1.007.977,(996.538),250,65.895,54206.0,1007977.0,-996538.0,250.0,65895.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,64.088,808.270,(783.699),26,88.685,64088.0,808270.0,-783699.0,26.0,88685.0
,,,1.301.063,3.517.373,(4.553.468),667,265.635,1301063.0,3517373.0,-4553468.0,667.0,265635.0
Trong đó:Tạm ứng thuế,Trong đó:Tạm ứng thuế,Trong đó:Tạm ứng thuế,(2.555),,,,-,-2555.0,,,,
Thuế và các khoản phải nộpNhà nước (Thuyết minh 20(b)),Thuế và các khoản phải nộpNhà nước (Thuyết minh 20(b)),Thuế và các khoản phải nộpNhà nước (Thuyết minh 20(b)),1.303.618,,,,265.635,1303618.0,,,,265635.0
