row_label_raw,row_label_full,col_0,Tiền gửi và cho vay các TCTD khác – góp Triệu VND,Chứng khoán kinh doanh và đầu tư – góp Triệu VND,Công cụ tài chính phải sinh (Tổng giá trị giao dịch theo hợp đồng) Triệu VND,Cho vay khách hàng – góp Triệu VND,"Góp vốn, đầu tư dài hạn – góp Triệu VND",Tiền gửi và vay NHNNVN Triệu VND,Tiền gửi và vay TCTD khác Triệu VND,Tiền gửi của khách hàng Triệu VND,Vốn tài trợ nhận ủy thác Triệu VND,Phát hành giấy tờ có giá Triệu VND,Nợ tiềm tàng và các cam kết tin dụng – góp Triệu VND,numeric__Tiền gửi và cho vay các TCTD khác – góp Triệu VND,numeric__Chứng khoán kinh doanh và đầu tư – góp Triệu VND,numeric__Công cụ tài chính phải sinh (Tổng giá trị giao dịch theo hợp đồng) Triệu VND,numeric__Cho vay khách hàng – góp Triệu VND,"numeric__Góp vốn, đầu tư dài hạn – góp Triệu VND",numeric__Tiền gửi và vay NHNNVN Triệu VND,numeric__Tiền gửi và vay TCTD khác Triệu VND,numeric__Tiền gửi của khách hàng Triệu VND,numeric__Vốn tài trợ nhận ủy thác Triệu VND,numeric__Phát hành giấy tờ có giá Triệu VND,numeric__Nợ tiềm tàng và các cam kết tin dụng – góp Triệu VND
Trong nước,Trong nước,Trong nước,164.315.760,100.217.198,33.026.481,619.224.270,96.642,22.246.916,155.444.991,608.457.517,-,39.184.704,74.720.273,164315760.0,100217198.0,33026481.0,619224270.0,96642.0,22246916.0,155444991.0,608457517.0,,39184704.0,74720273.0
Nước ngoài,Nước ngoài,Nước ngoài,8.194.245,9.023,633.488,7.168.066,-,-,592.077,9.884.155,568.659,-,1.975.587,8194245.0,9023.0,633488.0,7168066.0,,,592077.0,9884155.0,568659.0,,1975587.0
,,,172.510.005,100.226.221,33.659.969,626.392.336,96.642,22.246.916,156.037.068,618.341.672,568.659,39.184.704,76.695.860,172510005.0,100226221.0,33659969.0,626392336.0,96642.0,22246916.0,156037068.0,618341672.0,568659.0,39184704.0,76695860.0
