row_label_raw,row_label_full,840.353,617.540,3.683.868,28.024,231.778,5.401.563,-,5.401.563_1,numeric__617.540,numeric__3.683.868,numeric__28.024,numeric__231.778,numeric__5.401.563,numeric__-,numeric__5.401.563_1
318.606,318.606,318.606,354.222,14.575.103,243.180,2.568.147,18.059.258,-,18.059.258,354222.0,14575103.0,243180.0,2568147.0,18059258.0,,18059258.0
80.407,80.407,80.407,2.611,171.901.804,351.127,174.056,172.510.005,-,172.510.005,2611.0,171901804.0,351127.0,174056.0,172510005.0,,172510005.0
116.963.735,116.963.735,116.963.735,78.619.362,404.474.771,1.801.241,4.477.282,606.336.391,-,606.336.391,78619362.0,404474771.0,1801241.0,4477282.0,606336391.0,,606336391.0
-,-,-,-,92.202.647,8.367,656,92.211.670,-,92.211.670,,92202647.0,8367.0,656.0,92211670.0,,92211670.0
965.615,965.615,965.615,802.337,20.616.498,271.623,508.977,23.165.050,(564.134),22.600.916,802337.0,20616498.0,271623.0,508977.0,23165050.0,-564134.0,22600916.0
119.168.716,119.168.716,119.168.716,80.396.072,707.454.691,2.703.562,7.960.896,917.683.937,(564.134),917.119.803,80396072.0,707454691.0,2703562.0,7960896.0,917683937.0,-564134.0,917119803.0
-,-,-,-,22.246.916,-,-,22.246.916,-,22.246.916,,22246916.0,,,22246916.0,,22246916.0
3.072.468,3.072.468,3.072.468,13.780,152.474.897,78.409,397.514,156.037.068,-,156.037.068,13780.0,152474897.0,78409.0,397514.0,156037068.0,,156037068.0
121.922.269,121.922.269,121.922.269,69.611.590,419.422.797,1.544.616,5.840.400,618.341.672,-,618.341.672,69611590.0,419422797.0,1544616.0,5840400.0,618341672.0,,618341672.0
6.690.712,6.690.712,6.690.712,2.642.389,50.426.014,771.744,660.678,61.191.537,(564.134),60.627.403,2642389.0,50426014.0,771744.0,660678.0,61191537.0,-564134.0,60627403.0
131.685.449,131.685.449,131.685.449,72.267.759,644.570.624,2.394.769,6.898.592,857.817.193,(564.134),857.253.059,72267759.0,644570624.0,2394769.0,6898592.0,857817193.0,-564134.0,857253059.0
