row_label_raw,row_label_full,col_0,Tỷ lệ ký quỹ,Tỷ lệ ký quỹ_1,numeric__Tỷ lệ ký quỹ,numeric__Tỷ lệ ký quỹ_1
,,,31/12/2025,31/12/2024,,
▪ Tiền gửi bằng tiền tệ khác KHR,▪ Tiền gửi bằng tiền tệ khác KHR,▪ Tiền gửi bằng tiền tệ khác KHR,"7,00%","7,00%",0.07,0.07
▪ Tiền gửi bằng KHR,▪ Tiền gửi bằng KHR,▪ Tiền gửi bằng KHR,"9,00%","9,00%",0.09,0.09
