row_label_raw,row_label_full,Ông Trần Minh Triết,Trường Ban,numeric__Trường Ban
Ông Nguyễn Văn Thành,Ông Nguyễn Văn Thành,Ông Nguyễn Văn Thành,Thành viên,
Ông Lâm Văn Kiệt,Ông Lâm Văn Kiệt,Ông Lâm Văn Kiệt,Thành viên,
Bà Hà Quỳnh Anh,Bà Hà Quỳnh Anh,Bà Hà Quỳnh Anh,Thành viên,
