row_label_raw,row_label_full,col_0,col_1,2025Triệu VND,2024Triệu VND,numeric__col_1,numeric__2025Triệu VND,numeric__2024Triệu VND
,,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
01,01,01,Mua sắm tài sản cố định,(926.086),(1.015.860),,-926086.0,-1015860.0
02,02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",141.532,2.947,,141532.0,2947.0
08,08,08,"Tiền thu đầu tư, góp vốn vào các đơn vị khác",-,372,,,372.0
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn",20.214,4.641,,20214.0,4641.0
II,II,II,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG ĐẦU TƯ,(764.340),(1.007.900),,-764340.0,-1007900.0
02,02,02,Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,508.956,1.809.625,,508956.0,1809625.0
03,03,03,Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,(4.327.904),(3.268.898),,-4327904.0,-3268898.0
04,04,04,Cổ tức trả cho cổ đông,-,(2),,,-2.0
III,III,III,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG TÀI CHÍNH,(3.818.948),(1.459.275),,-3818948.0,-1459275.0
IV,IV,IV,LU'U CHUYÊN TIÊN THUÀN TRONG NĂM,87.894.716,35.898.074,,87894716.0,35898074.0
V,V,V,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIÊN ĐẦU NĂM,106.493.055,70.507.716,,106493055.0,70507716.0
VI,VI,VI,ĐIỀU CHỈNH ẢNH HƯỞNG CỦA THAY ĐỐI TỸ GIÁ,84.812,87.265,,84812.0,87265.0
VII,VII,VII,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIÊN CUỐI NĂM (THUYẾT MINH 32),194.472.583,106.493.055,,194472583.0,106493055.0
