row_label_raw,row_label_full,Thu nhập lãi và các khoản thu nhập tương tự
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần
Các khoản thu nhập ngoài lãi,Các khoản thu nhập ngoài lãi,Các khoản thu nhập ngoài lãi
TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG
TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG
Lợi nhuận thuần từ hoạt động kinh doanh,Lợi nhuận thuần từ hoạt động kinh doanh,Lợi nhuận thuần từ hoạt động kinh doanh
trước chi phí dự phòng rủi ro tín dụng,trước chi phí dự phòng rủi ro tín dụng,trước chi phí dự phòng rủi ro tín dụng
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ
