row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,24,9.730.821.795.882,11.036.275.254.339,,1.0,24.0,9730821795882.0,11036275254339.0
2.,2.,2.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),10,,9.730.821.795.882,11.036.275.254.339,,10.0,,9730821795882.0,11036275254339.0
3.,3.,3.,Giá vốn hàng bán và dịch vụ cung cấp,11,25,9.258.299.964.225,10.629.084.456.559,,11.0,25.0,9258299964225.0,10629084456559.0
4.,4.,4.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,472.521.831.657,407.190.797.780,,20.0,,472521831657.0,407190797780.0
5.,5.,5.,Doanh thu hoạt động tài chính,21,27,11.353.317.955,520.766.635,,21.0,27.0,11353317955.0,520766635.0
6.,6.,6.,Chi phí tài chính,22,28,2.857.923.554,28.397.332.899,,22.0,28.0,2857923554.0,28397332899.0
,,,- Trong đó: Chi phí lãi vay,23,,2.857.923.554,11.544.226.040,,23.0,,2857923554.0,11544226040.0
7.,7.,7.,Chi phí quản lý doanh nghiệp,26,29,102.473.305.421,106.974.156.440,,26.0,29.0,102473305421.0,106974156440.0
8.,8.,8.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-26),30,,378.543.920.637,272.340.075.076,,30.0,,378543920637.0,272340075076.0
9.,9.,9.,Thu nhập khác,31,,6.319.523.715,4.844.882.223,,31.0,,6319523715.0,4844882223.0
10.,10.,10.,Chi phí khác,32,,3.836.465.395,4.389.802.294,,32.0,,3836465395.0,4389802294.0
11.,11.,11.,Lợi nhuận khác (40=31-32),40,,2.483.058.320,455.079.929,,40.0,,2483058320.0,455079929.0
12.,12.,12.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,381.026.978.957,272.795.155.005,,50.0,,381026978957.0,272795155005.0
13.,13.,13.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,30,38.599.316.827,13.856.740.838,,51.0,30.0,38599316827.0,13856740838.0
14.,14.,14.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),60,,342.427.662.130,258.938.414.167,,60.0,,342427662130.0,258938414167.0
15.,15.,15.,Lãi cơ bản trên cổ phiếu,70,31,685,447,,70.0,31.0,685.0,447.0
