row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
Các công trình xây dựng cơ bản:,Các công trình xây dựng cơ bản:,Các công trình xây dựng cơ bản:,12.045.714.623,9.639.610.518,12045714623.0,9639610518.0
Nâng cấp hệ thống xử lý khí thải,Nâng cấp hệ thống xử lý khí thải,Nâng cấp hệ thống xử lý khí thải,9.193.723.286,7.776.162.652,9193723286.0,7776162652.0
Các công trình khác,Các công trình khác,Các công trình khác,2.851.991.337,1.863.447.866,2851991337.0,1863447866.0
Các công trình sửa chữa lớn,Các công trình sửa chữa lớn,Các công trình sửa chữa lớn,18.462.912.977,34.944.172.951,18462912977.0,34944172951.0
Đại tu các hệ thống cung cấp nhiên liệu HP2,Đại tu các hệ thống cung cấp nhiên liệu HP2,Đại tu các hệ thống cung cấp nhiên liệu HP2,10.523.475.326,-,10523475326.0,
Đại tu hệ thống nước cứu hóa và sản xuất Hydro cho nhà máy HP2,Đại tu hệ thống nước cứu hóa và sản xuất Hydro cho nhà máy HP2,Đại tu hệ thống nước cứu hóa và sản xuất Hydro cho nhà máy HP2,5.903.646.657,-,5903646657.0,
Công trình sửa chữa lớn hệ thống chèn,Công trình sửa chữa lớn hệ thống chèn,Công trình sửa chữa lớn hệ thống chèn,-,14.998.344.400,,14998344400.0
Công trình sửa chữa lớn hệ thống nước thải,Công trình sửa chữa lớn hệ thống nước thải,Công trình sửa chữa lớn hệ thống nước thải,-,6.605.498.835,,6605498835.0
Các công trình khác,Các công trình khác,Các công trình khác,2.035.790.994,13.340.329.716,2035790994.0,13340329716.0
,,,30.508.627.600,44.583.783.469,30508627600.0,44583783469.0
