row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGẮN HẠN,100,,4.392.443.256.287,3.540.722.108.169,,100.0,,4392443256287.0,3540722108169.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,5,941.663.708.909,18.153.039.882,,110.0,5.0,941663708909.0,18153039882.0
1.,1.,1.,Tiền,111,,9.663.708.909,18.153.039.882,,111.0,,9663708909.0,18153039882.0
2.,2.,2.,Các khoản tương đương tiền,112,,932.000.000.000,-,,112.0,,932000000000.0,
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,6,770.000.000.000,15.000.000.000,,120.0,6.0,770000000000.0,15000000000.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,,770.000.000.000,15.000.000.000,,123.0,,770000000000.0,15000000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,1.727.158.469.353,2.553.524.703.195,,130.0,,1727158469353.0,2553524703195.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,7,1.674.675.264.022,2.541.473.107.916,,131.0,7.0,1674675264022.0,2541473107916.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,8,37.223.684.366,7.049.291.107,,132.0,8.0,37223684366.0,7049291107.0
3.,3.,3.,Phải thu ngắn hạn khác,136,9,15.259.520.965,5.002.304.172,,136.0,9.0,15259520965.0,5002304172.0
IV.,IV.,IV.,Hàng tồn kho,140,10,742.563.336.938,805.764.237.961,,140.0,10.0,742563336938.0,805764237961.0
1.,1.,1.,Hàng tồn kho,141,,742.563.336.938,805.764.237.961,,141.0,,742563336938.0,805764237961.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,211.057.741.087,148.280.127.131,,150.0,,211057741087.0,148280127131.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,,-,2.006.221.987,,151.0,,,2006221987.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,205.860.287.887,137.356.733.133,,152.0,,205860287887.0,137356733133.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,12,5.197.453.200,8.917.172.011,,153.0,12.0,5197453200.0,8917172011.0
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,2.962.558.794.150,3.439.500.277.055,,200.0,,2962558794150.0,3439500277055.0
I.,I.,I.,Tài sản cố định,220,,2.715.842.388.088,3.192.403.751.598,,220.0,,2715842388088.0,3192403751598.0
1.,1.,1.,Tài sản cố định hữu hình,221,13,2.713.991.005.418,3.188.132.689.849,,221.0,13.0,2713991005418.0,3188132689849.0
,,,- Nguyên giá,222,,22.203.067.280.205,22.199.191.015.033,,222.0,,22203067280205.0,22199191015033.0
,,,- Giá trị hao mòn lũy kế,223,,(19.489.076.274.787),(19.011.058.325.184),,223.0,,-19489076274787.0,-19011058325184.0
2.,2.,2.,Tài sản cố định vô hình,227,14,1.851.382.670,4.271.061.749,,227.0,14.0,1851382670.0,4271061749.0
,,,- Nguyên giá,228,,15.881.889.562,15.881.889.562,,228.0,,15881889562.0,15881889562.0
,,,- Giá trị hao mòn lũy kế,229,,(14.030.506.892),(11.610.827.813),,229.0,,-14030506892.0,-11610827813.0
II.,II.,II.,Tài sản dở dang dài hạn,240,,30.508.627.600,44.583.783.469,,240.0,,30508627600.0,44583783469.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,15,30.508.627.600,44.583.783.469,,242.0,15.0,30508627600.0,44583783469.0
III.,III.,III.,Đầu tư tài chính dài hạn,250,16,500.000.000,500.000.000,,250.0,16.0,500000000.0,500000000.0
1.,1.,1.,Đầu tư góp vốn vào đơn vị khác,253,,500.000.000,500.000.000,,253.0,,500000000.0,500000000.0
IV.,IV.,IV.,Tài sản dài hạn khác,260,,215.707.778.462,202.012.741.988,,260.0,,215707778462.0,202012741988.0
1.,1.,1.,Chi phí trả trước dài hạn,261,11,129.625.398.446,134.322.990.127,,261.0,11.0,129625398446.0,134322990127.0
2.,2.,2.,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,10,86.082.380.016,67.689.751.861,,263.0,10.0,86082380016.0,67689751861.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,7.355.002.050.437,6.980.222.385.224,,270.0,,7355002050437.0,6980222385224.0
