row_label_raw,row_label_full,col_0,col_1,Năm nay,Năm trước,numeric__col_1,numeric__Năm nay,numeric__Năm trước
,,,,VND,VND,,,
Thù lao/Thu nhập của Hội đồng Quản trị,Thù lao/Thu nhập của Hội đồng Quản trị,Thù lao/Thu nhập của Hội đồng Quản trị,Chức vụ,1.464.694.400,1.520.433.000,,1464694400.0,1520433000.0
Ông Tạ Công Hoan,Ông Tạ Công Hoan,Ông Tạ Công Hoan,Chủ tịch Hội đồng Quản trị,637.712.500,693.250.000,,637712500.0,693250000.0
Ông Lê Minh Tuấn,Ông Lê Minh Tuấn,Ông Lê Minh Tuấn,Thành viên Hội đồng Quản trị,538.981.900,594.835.000,,538981900.0,594835000.0
Ông Lê Văn Chính,Ông Lê Văn Chính,Ông Lê Văn Chính,Thành viên Hội đồng Quản trị,72.000.000,72.000.000,,72000000.0,72000000.0
Ông Chu Thế Hoàng,Ông Chu Thế Hoàng,Ông Chu Thế Hoàng,Thành viên Hội đồng Quản trị,72.000.000,72.000.000,,72000000.0,72000000.0
Ông Nghiêm Xuân Chiến,Ông Nghiêm Xuân Chiến,Ông Nghiêm Xuân Chiến,Thành viên Hội đồng Quản trị,72.000.000,72.000.000,,72000000.0,72000000.0
Ông Trần Anh Duy,Ông Trần Anh Duy,Ông Trần Anh Duy,Thành viên Hội đồng Quản trị,72.000.000,16.348.000,,72000000.0,16348000.0
Thù lao/Thu nhập của Ban Kiểm soát,Thù lao/Thu nhập của Ban Kiểm soát,Thù lao/Thu nhập của Ban Kiểm soát,Thù lao/Thu nhập của Ban Kiểm soát,972.366.924,1.357.395.648,,972366924.0,1357395648.0
Bà Phạm Thị Dung,Bà Phạm Thị Dung,Bà Phạm Thị Dung,Trường Ban Kiểm soát,540.178.036,573.397.824,,540178036.0,573397824.0
Bà Lê Thị Thủy,Bà Lê Thị Thủy,Bà Lê Thị Thủy,Thành viên Ban Kiểm soát,60.000.000,60.000.000,,60000000.0,60000000.0
Ông Nguyễn Ngọc Anh,Ông Nguyễn Ngọc Anh,Ông Nguyễn Ngọc Anh,Thành viên Ban Kiểm soát,60.000.000,60.000.000,,60000000.0,60000000.0
Ông Trần Minh Tâm,Ông Trần Minh Tâm,Ông Trần Minh Tâm,Thành viên Ban Kiểm soát,60.000.000,96.000.000,,60000000.0,96000000.0
Ông Vũ Quang Huy,Ông Vũ Quang Huy,Ông Vũ Quang Huy,Thành viên Ban Kiểm soát (miễn nhiệm từ ngày 24 tháng 6 năm 2025),252.188.888,567.997.824,,252188888.0,567997824.0
Bà Nguyễn Thị Huỳnh Hoa,Bà Nguyễn Thị Huỳnh Hoa,Bà Nguyễn Thị Huỳnh Hoa,Thành viên Ban Kiểm soát (Bổ nhiệm từ ngày 24 tháng 6 năm 2025),-,-,,,
Thù lao/Thu nhập của Ban Tổng Giám đốc và Kế toán trưởng,Bà Nguyễn Thị Huỳnh Hoa > Thù lao/Thu nhập của Ban Tổng Giám đốc và Kế toán trưởng,Thù lao/Thu nhập của Ban Tổng Giám đốc và Kế toán trưởng,Thù lao/Thu nhập của Ban Tổng Giám đốc và Kế toán trưởng,2.489.983.940,2.374.355.000,,2489983940.0,2374355000.0
Ông Dương Sơn Bá,Bà Nguyễn Thị Huỳnh Hoa > Ông Dương Sơn Bá,Ông Dương Sơn Bá,Tổng Giám đốc,654.594.040,669.850.000,,654594040.0,669850000.0
Ông Lê Anh Tân,Bà Nguyễn Thị Huỳnh Hoa > Ông Lê Anh Tân,Ông Lê Anh Tân,Phó Tổng Giám đốc,539.010.290,470.635.000,,539010290.0,470635000.0
Ông Nguyễn Minh Thành,Bà Nguyễn Thị Huỳnh Hoa > Ông Nguyễn Minh Thành,Ông Nguyễn Minh Thành,Phó Tổng Giám đốc (miễn nhiệm từ ngày 01 tháng 7 năm 2025),222.369.540,470.635.000,,222369540.0,470635000.0
Ông Trần Xuân Trường,Bà Nguyễn Thị Huỳnh Hoa > Ông Trần Xuân Trường,Ông Trần Xuân Trường,Phó Tổng Giám đốc,552.822.270,470.635.000,,552822270.0,470635000.0
Ông Phạm Quốc Toàn,Bà Nguyễn Thị Huỳnh Hoa > Ông Phạm Quốc Toàn,Ông Phạm Quốc Toàn,Kế toán trưởng,521.187.800,433.000.000,,521187800.0,433000000.0
