row_label_raw,row_label_full,Tập đoàn Điện lực Việt Nam,Công ty mẹ tối cao,numeric__Công ty mẹ tối cao
Tổng Công ty Phát điện 2 - CTCP,Tổng Công ty Phát điện 2 - CTCP,Tổng Công ty Phát điện 2 - CTCP,Công ty mẹ,
Công ty Mua bán điện - Tập đoàn Điện lực Việt Nam,Công ty Mua bán điện - Tập đoàn Điện lực Việt Nam,Công ty Mua bán điện - Tập đoàn Điện lực Việt Nam,Đơn vị cùng Tập đoàn,
Công ty Cổ phần Nhiệt điện Phá Lại,Công ty Cổ phần Nhiệt điện Phá Lại,Công ty Cổ phần Nhiệt điện Phá Lại,Đơn vị cùng Tổng Công ty,
Công ty Cổ phần Nhiệt điện Bà Rịa,Công ty Cổ phần Nhiệt điện Bà Rịa,Công ty Cổ phần Nhiệt điện Bà Rịa,Đơn vị cùng Tập đoàn,
Công ty TNHH MTV Thí nghiệm điện Miền Bắc,Công ty TNHH MTV Thí nghiệm điện Miền Bắc,Công ty TNHH MTV Thí nghiệm điện Miền Bắc,Đơn vị cùng Tập đoàn,
Công ty điện lực Hải Phòng-Chi nhánh Tổng công ty điện lực Miền Bắc(trước là Công ty TNHH MTV Điện lực Hải Phòng),Công ty điện lực Hải Phòng-Chi nhánh Tổng công ty điện lực Miền Bắc(trước là Công ty TNHH MTV Điện lực Hải Phòng),Công ty điện lực Hải Phòng-Chi nhánh Tổng công ty điện lực Miền Bắc(trước là Công ty TNHH MTV Điện lực Hải Phòng),Đơn vị cùng Tập đoàn,
Công ty Viễn thông Điện lực và Công nghệ thông tin,Công ty Viễn thông Điện lực và Công nghệ thông tin,Công ty Viễn thông Điện lực và Công nghệ thông tin,Đơn vị cùng Tập đoàn,
Công ty điện lực Phú Thọ - Chi nhánh Tổng Công ty Điện lực Miền Bắc(trước là Công ty Điện lực Vĩnh Phúc),Công ty điện lực Phú Thọ - Chi nhánh Tổng Công ty Điện lực Miền Bắc(trước là Công ty Điện lực Vĩnh Phúc),Công ty điện lực Phú Thọ - Chi nhánh Tổng Công ty Điện lực Miền Bắc(trước là Công ty Điện lực Vĩnh Phúc),Đơn vị cùng Tập đoàn,
