row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,381.026.978.957,272.795.155.005,,1.0,381026978957.0,272795155005.0
2.,2.,2.,Điều chính cho các khoản:,Điều chính cho các khoản:,Điều chính cho các khoản:,Điều chính cho các khoản:,,,,
2.,2. > 2.,2.,Khấu hao tài sản cố định,02,481.684.499.468,546.758.488.769,,2.0,481684499468.0,546758488769.0
2.,2. > 2.,2.,Lãi từ hoạt động đầu tư,05,(4.524.798.257),(437.390.411),,5.0,-4524798257.0,-437390411.0
2.,2. > 2.,2.,Chi phí lãi vay,06,2.857.923.554,11.544.226.040,,6.0,2857923554.0,11544226040.0
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đối vốn lưu động,08,861.044.603.722,830.660.479.403,,8.0,861044603722.0,830660479403.0
3.,2. > 3.,3.,Thay đối các khoản phải thu,09,765.701.110.227,270.356.137.931,,9.0,765701110227.0,270356137931.0
3.,2. > 3.,3.,Thay đối hàng tồn kho,10,44.808.272.868,23.726.165.007,,10.0,44808272868.0,23726165007.0
3.,2. > 3.,3.,"Thay đối các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,276.001.385.808,(66.907.008.238),,11.0,276001385808.0,-66907008238.0
3.,2. > 3.,3.,Thay đối chi phí trả trước,12,6.703.813.668,9.796.541.453,,12.0,6703813668.0,9796541453.0
3.,2. > 3.,3.,Tiền lãi vay đã trả,14,-,(16.379.220.473),,14.0,,-16379220473.0
3.,2. > 3.,3.,Thuế thu nhập doanh nghiệp đã nộp,15,(27.752.631.825),(23.114.551.584),,15.0,-27752631825.0,-23114551584.0
3.,2. > 3.,3.,Tiền thu khác từ hoạt động kinh doanh,16,216.000.000,1.038.942.824,,16.0,216000000.0,1038942824.0
3.,2. > 3.,3.,Tiền chi khác cho hoạt động kinh doanh,17,(39.942.530.344),(46.749.562.104),,17.0,-39942530344.0,-46749562104.0
3.,2. > 3.,3.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,1.886.780.024.124,982.427.924.219,,20.0,1886780024124.0,982427924219.0
II.,II.,II.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,
1.,II. > 1.,1.,"Tiền chi mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",21,(8.542.601.746),(33.042.445.904),,21.0,-8542601746.0,-33042445904.0
2.,II. > 2.,2.,"Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,138.181.819,-,,22.0,138181819.0,
3.,II. > 3.,3.,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác",23,(770.000.000.000),(20.000.000.000),,23.0,-770000000000.0,-20000000000.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,15.000.000.000,25.000.000.000,,24.0,15000000000.0,25000000000.0
5.,II. > 5.,5.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,267.904.110,323.417.321,,27.0,267904110.0,323417321.0
5.,II. > 5.,5.,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(763.136.515.817),(27.719.028.583),,30.0,-763136515817.0,-27719028583.0
