row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2019 triệu đồng,Năm 2018 triệu đồng,numeric__Thuyết minh,numeric__Năm 2019 triệu đồng,numeric__Năm 2018 triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,22,13.861.218,10.085.843,22.0,13861218.0,10085843.0
Chi phí lãi và các khoản chi phí tương tự,Chi phí lãi và các khoản chi phí tương tự,Chi phí lãi và các khoản chi phí tương tự,23,(7.648.003),(5.260.350),23.0,-7648003.0,-5260350.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,,6.213.215,4.825.493,,6213215.0,4825493.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,2.238.183,1.026.934,,2238183.0,1026934.0
Chi phí từ hoạt động dịch vụ,Chi phí từ hoạt động dịch vụ,Chi phí từ hoạt động dịch vụ,,(440.883),(292.189),,-440883.0,-292189.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,24,1.797.300,734.745,24.0,1797300.0,734745.0
Lỗ thuần từ hoạt động kinh doanh ngoại hối,Lỗ thuần từ hoạt động kinh doanh ngoại hối,Lỗ thuần từ hoạt động kinh doanh ngoại hối,25,(121.708),(25.871),25.0,-121708.0,-25871.0
Lãi thuần từ chứng khoán đầu tư,Lãi thuần từ chứng khoán đầu tư,Lãi thuần từ chứng khoán đầu tư,26,37.147,35.757,26.0,37147.0,35757.0
"Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",,1.766,535,,1766.0,535.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,287.553,598.878,,287553.0,598878.0
Chi phí từ hoạt động khác,Chi phí từ hoạt động khác,Chi phí từ hoạt động khác,,(63.191),(83.764),,-63191.0,-83764.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,27,224.362,515.114,27.0,224362.0,515114.0
TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,,8.152.082,6.085.773,,8152082.0,6085773.0
Chi phí tiền lương,Chi phí tiền lương,Chi phí tiền lương,,(2.276.053),(1.639.419),,-2276053.0,-1639419.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,,(80.118),(91.074),,-80118.0,-91074.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,(1.080.929),(959.223),,-1080929.0,-959223.0
TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,28,(3.437.100),(2.689.716),28.0,-3437100.0,-2689716.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,4.714.982,3.396.057,,4714982.0,3396057.0
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,,(632.725),(653.487),,-632725.0,-653487.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,4.082.257,2.742.570,,4082257.0,2742570.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,20,(815.890),(548.700),20.0,-815890.0,-548700.0
Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,,35,51,,35.0,51.0
Tổng chi phí thuế TNDN,Tổng chi phí thuế TNDN,Tổng chi phí thuế TNDN,,(815.855),(548.649),,-815855.0,-548649.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,3.266.402,2.193.921,,3266402.0,2193921.0
Lãi cơ bản trên mỗi cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên mỗi cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên mỗi cổ phiếu (VND/cổ phiếu),21.2,3.894,3.873,212.0,3894.0,3873.0
