row_label_raw,row_label_full,col_0,Số dư đầu năm,Phát sinh trong năm > Số phải nộp,Phát sinh trong năm > Số đã nộp,Số dư cuối năm,numeric__Số dư đầu năm,numeric__Phát sinh trong năm > Số phải nộp,numeric__Phát sinh trong năm > Số đã nộp,numeric__Số dư cuối năm
Thuế TNDN,Thuế TNDN,Thuế TNDN,200.703,815.890,(793.782),222.811,200703.0,815890.0,-793782.0,222811.0
Thuế GTGT,Thuế GTGT,Thuế GTGT,291,73.637,(66.296),7.632,291.0,73637.0,-66296.0,7632.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,12.256,234.408,(220.812),25.852,12256.0,234408.0,-220812.0,25852.0
,,,213.250,1.123.935,(1.080.890),256.295,213250.0,1123935.0,-1080890.0,256295.0
