row_label_raw,row_label_full,col_0,31/12/2019 triệu đồng,31/12/2018 triệu đồng,numeric__31/12/2019 triệu đồng,numeric__31/12/2018 triệu đồng
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,1.637.835,611.478,1637835.0,611478.0
Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,89.944,61.463,89944.0,61463.0
Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,1.525.659,550.015,1525659.0,550015.0
- Phải thu từ Ngân sách Nhà nước,- Phải thu từ Ngân sách Nhà nước,- Phải thu từ Ngân sách Nhà nước,29.416,27.023,29416.0,27023.0
- Phải thu từ dịch vụ thu tín dụng nhập hàng trả chậm (i),- Phải thu từ dịch vụ thu tín dụng nhập hàng trả chậm (i),- Phải thu từ dịch vụ thu tín dụng nhập hàng trả chậm (i),899.577,176.969,899577.0,176969.0
- Giao dịch chứng khoán chờ thanh toán,- Giao dịch chứng khoán chờ thanh toán,- Giao dịch chứng khoán chờ thanh toán,-,132.125,,132125.0
- Chi xử lý tài sản bảo đảm nợ,- Chi xử lý tài sản bảo đảm nợ,- Chi xử lý tài sản bảo đảm nợ,20.372,25.653,20372.0,25653.0
- Phải thu hoa hồng bảo hiểm,- Phải thu hoa hồng bảo hiểm,- Phải thu hoa hồng bảo hiểm,345.226,51.574,345226.0,51574.0
- Các khoản phải thu khác từ bên ngoài,- Các khoản phải thu khác từ bên ngoài,- Các khoản phải thu khác từ bên ngoài,231.068,136.671,231068.0,136671.0
Chi phí mua sắm tài sản cố định và xây dựng cơ bản dở dang,Chi phí mua sắm tài sản cố định và xây dựng cơ bản dở dang,Chi phí mua sắm tài sản cố định và xây dựng cơ bản dở dang,22.232,-,22232.0,
"Các khoản lãi, phí phải thu (ii)","Các khoản lãi, phí phải thu (ii)","Các khoản lãi, phí phải thu (ii)",1.495.992,1.404.848,1495992.0,1404848.0
Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,162,127,162.0,127.0
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,632.430,439.540,632430.0,439540.0
- Vật liệu,- Vật liệu,- Vật liệu,10.348,6.880,10348.0,6880.0
"- Tài sản gán nợ đã chuyển quyền sở hữu cho tổ chức tín dụng, đang chờ xử lý","- Tài sản gán nợ đã chuyển quyền sở hữu cho tổ chức tín dụng, đang chờ xử lý","- Tài sản gán nợ đã chuyển quyền sở hữu cho tổ chức tín dụng, đang chờ xử lý",39.708,19.714,39708.0,19714.0
- Chi phí trả trước,- Chi phí trả trước,- Chi phí trả trước,582.374,412.946,582374.0,412946.0
,,,3.766.419,2.455.993,3766419.0,2455993.0
