row_label_raw,row_label_full,col_0,Dự phòng chung triệu đồng,Dự phòng cụ thể triệu đồng,Tổng triệu đồng,numeric__Dự phòng chung triệu đồng,numeric__Dự phòng cụ thể triệu đồng,numeric__Tổng triệu đồng
Số dư tại ngày 01 tháng 01 năm 2018,Số dư tại ngày 01 tháng 01 năm 2018,Số dư tại ngày 01 tháng 01 năm 2018,70.633,87.928,158.561,70633.0,87928.0,158561.0
Hoàn nhập trong năm,Hoàn nhập trong năm,Hoàn nhập trong năm,(1.817),-,(1.817),-1817.0,,-1817.0
Phân loại lại sang DPRR tín dụng,Phân loại lại sang DPRR tín dụng,Phân loại lại sang DPRR tín dụng,-,(15.701),(15.701),,-15701.0,-15701.0
Số dư tại ngày 31 tháng 12 năm 2018,Số dư tại ngày 31 tháng 12 năm 2018,Số dư tại ngày 31 tháng 12 năm 2018,68.816,72.227,141.043,68816.0,72227.0,141043.0
