row_label_raw,row_label_full,col_0,31/12/2019triệu đồng,31/12/2018triệu đồng,numeric__31/12/2019triệu đồng,numeric__31/12/2018triệu đồng
Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,,
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,,
Chứng khoán nợ Chính phủ,Chứng khoán nợ > Chứng khoán nợ Chính phủ,Chứng khoán nợ Chính phủ,9.774.078,15.700.272,9774078.0,15700272.0
- Trái phiếu Chính phủ,Chứng khoán nợ > - Trái phiếu Chính phủ,- Trái phiếu Chính phủ,9.774.078,15.700.272,9774078.0,15700272.0
Chứng khoán nợ do các TCTD khác phát hành,Chứng khoán nợ > Chứng khoán nợ do các TCTD khác phát hành,Chứng khoán nợ do các TCTD khác phát hành,15.089.591,8.416.151,15089591.0,8416151.0
Chứng khoán nợ do các TCKT trong nước phát hành,Chứng khoán nợ > Chứng khoán nợ do các TCKT trong nước phát hành,Chứng khoán nợ do các TCKT trong nước phát hành,3.018.500,4.560.000,3018500.0,4560000.0
,,,27.882.169,28.676.423,27882169.0,28676423.0
Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,,
- Dự phòng chung rủi ro chứng khoán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán > - Dự phòng chung rủi ro chứng khoán,- Dự phòng chung rủi ro chứng khoán,(82.556),(68.816),-82556.0,-68816.0
- Dự phòng cụ thể rủi ro chứng khoán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán > - Dự phòng cụ thể rủi ro chứng khoán,- Dự phòng cụ thể rủi ro chứng khoán,-,(72.227),,-72227.0
,,,(82.556),(141.043),-82556.0,-141043.0
,,,27.799.613,28.535.380,27799613.0,28535380.0
