row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2019 triệu đồng,Năm 2018 triệu đồng,numeric__Thuyết minh,numeric__Năm 2019 triệu đồng,numeric__Năm 2018 triệu đồng
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,13.770.074,9.959.284,,13770074.0,9959284.0
Chi phí lãi và các khoản chi phí tương tự đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các khoản chi phí tương tự đã trả,Chi phí lãi và các khoản chi phí tương tự đã trả,,(6.594.055),(5.010.013),,-6594055.0,-5010013.0
"Thu nhập từ hoạt động dịch vụ nhận được (Lỗ)/Lãi thuần từ hoạt động kinh doanh chứng khoán, ngoại tệ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được (Lỗ)/Lãi thuần từ hoạt động kinh doanh chứng khoán, ngoại tệ","Thu nhập từ hoạt động dịch vụ nhận được (Lỗ)/Lãi thuần từ hoạt động kinh doanh chứng khoán, ngoại tệ",,1.797.300,734.745,,1797300.0,734745.0
"Thu nhập từ hoạt động dịch vụ nhận được (Lỗ)/Lãi thuần từ hoạt động kinh doanh chứng khoán, ngoại tệ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được (Lỗ)/Lãi thuần từ hoạt động kinh doanh chứng khoán, ngoại tệ","Thu nhập từ hoạt động dịch vụ nhận được (Lỗ)/Lãi thuần từ hoạt động kinh doanh chứng khoán, ngoại tệ",,(43.048),8.069,,-43048.0,8069.0
Thu nhập khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập khác,Thu nhập khác,,11.677,387.749,,11677.0,387749.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",,210.737,126.239,,210737.0,126239.0
Tiền chỉ trả cho nhân viên và hoạt động quản lý công vụ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chỉ trả cho nhân viên và hoạt động quản lý công vụ,Tiền chỉ trả cho nhân viên và hoạt động quản lý công vụ,,(3.302.646),(2.498.329),,-3302646.0,-2498329.0
Tiền thuế thu nhập doanh nghiệp nộp trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập doanh nghiệp nộp trong năm,Tiền thuế thu nhập doanh nghiệp nộp trong năm,20,(793.782),(501.724),20.0,-793782.0,-501724.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,,5.056.257,3.206.020,,5056257.0,3206020.0
