row_label_raw,row_label_full,col_0,Dự phòngchungtriệu đồng,Dự phòngcụ thểtriệu đồng,Tổngtriệu đồng,numeric__Dự phòngchungtriệu đồng,numeric__Dự phòngcụ thểtriệu đồng,numeric__Tổngtriệu đồng
Số dự tại ngày 01 tháng 01 năm 2019,Số dự tại ngày 01 tháng 01 năm 2019,Số dự tại ngày 01 tháng 01 năm 2019,68.816,72.227,141.043,68816.0,72227.0,141043.0
Số dự phòng trích lập trong năm,Số dự phòng trích lập trong năm,Số dự phòng trích lập trong năm,13.740,27.773,41.513,13740.0,27773.0,41513.0
Sử dụng dự phòng để xử lý rủi ro trong năm,Sử dụng dự phòng để xử lý rủi ro trong năm,Sử dụng dự phòng để xử lý rủi ro trong năm,-,(100.000),(100.000),,-100000.0,-100000.0
Số dự tại ngày 31 tháng 12 năm 2019,Số dự tại ngày 31 tháng 12 năm 2019,Số dự tại ngày 31 tháng 12 năm 2019,82.556,-,82.556,82556.0,,82556.0
