row_label_raw,row_label_full,Thuế giá trị giatăng,Số dưđầu nămTriệu đồng > 91.071,Phát sinh trong năm > Số phải nộpTriệu đồng > 641.816,Phát sinh trong năm > Số đã nộpTriệu đồng > (462.689),Số dưcuối nămTriệu đồng > 270.198,numeric__Số dưđầu nămTriệu đồng > 91.071,numeric__Phát sinh trong năm > Số phải nộpTriệu đồng > 641.816,numeric__Phát sinh trong năm > Số đã nộpTriệu đồng > (462.689),numeric__Số dưcuối nămTriệu đồng > 270.198
Thuế thu nhậpdoanh nghiệp,Thuế thu nhậpdoanh nghiệp,Thuế thu nhậpdoanh nghiệp,3.093.266,2.710.507,(3.788.299),2.015.474,3093266.0,2710507.0,-3788299.0,2015474.0
Thuế khác,Thuế khác,Thuế khác,78.495,947.561,(914.284),111.772,78495.0,947561.0,-914284.0,111772.0
,,,3.262.832,4.299.884,(5.165.272),2.397.444,3262832.0,4299884.0,-5165272.0,2397444.0
