row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2023Triệu đồng,Ngày 31 tháng 12năm 2022(Trình bày lại)Triệu đồng,numeric__Ngày 31 tháng 12năm 2023Triệu đồng,numeric__Ngày 31 tháng 12năm 2022(Trình bày lại)Triệu đồng
Tài sản khác giữ hộ,Tài sản khác giữ hộ,Tài sản khác giữ hộ,79.124.330,37.703.408,79124330.0,37703408.0
Tài sản thuê ngoài (*),Tài sản thuê ngoài (*),Tài sản thuê ngoài (*),-,-,,
Các chứng từ có giá trị khác đang bảo quản,Tài sản thuê ngoài (*) > Các chứng từ có giá trị khác đang bảo quản,Các chứng từ có giá trị khác đang bảo quản,50.413.759,63.294.448,50413759.0,63294448.0
,,,129.538.089,100.997.856,129538089.0,100997856.0
