row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2023Triệu đồng,%,Ngày 31 tháng 12năm 2022Triệu đồng,%_1,numeric__Ngày 31 tháng 12năm 2023Triệu đồng,numeric__%,numeric__Ngày 31 tháng 12năm 2022Triệu đồng,numeric__%_1
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,168.557,"0,03",906.593,"0,25",168557.0,0.03,906593.0,0.25
Công ty TNHH 1 thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH 1 thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH 1 thành viên do Nhà nước sở hữu 100% vốn điều lệ,24.285,"0,00",43.668,"0,01",24285.0,0.0,43668.0,0.01
Công ty TNHH 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,13.071,"0,00",8.742,"0,00",13071.0,0.0,8742.0,0.0
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,109.278.789,"22,01",71.703.053,"19,83",109278789.0,22.01,71703053.0,19.83
Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,91.318,"0,02",81.251,"0,02",91318.0,0.02,81251.0,0.02
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,137.147.710,"27,63",91.072.376,"25,18",137147710.0,27.63,91072376.0,25.18
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,946,"0,00",1.064,"0,00",946.0,0.0,1064.0,0.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,55.690,"0,01",73.521,"0,02",55690.0,0.01,73521.0,0.02
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,221.562,"0,04",73.039,"0,02",221562.0,0.04,73039.0,0.02
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,57.718,"0,01",81.571,"0,02",57718.0,0.01,81571.0,0.02
"Hộ kinh doanh, cá nhân Đơn vị hành chính sự nghiệp, Đắng, đoàn thể và hiệp hội","Hộ kinh doanh, cá nhân Đơn vị hành chính sự nghiệp, Đắng, đoàn thể và hiệp hội","Hộ kinh doanh, cá nhân Đơn vị hành chính sự nghiệp, Đắng, đoàn thể và hiệp hội",249.345.007,"50,25",197.622.874,"54,65",249345007.0,50.25,197622874.0,54.65
Khác,Khác,Khác,4.963,"0,00",4.924,"0,00",4963.0,0.0,4924.0,0.0
,,,122,"0,00",421,"0,00",122.0,0.0,421.0,0.0
,,,496.409.738,100,361.673.097,100,496409738.0,100.0,361673097.0,100.0
