row_label_raw,row_label_full,Bên liên quan,Diễn giải,Phải thu/(Phải trả),Phải thu/(Phải trả)_1,numeric__Diễn giải,numeric__Phải thu/(Phải trả),numeric__Phải thu/(Phải trả)_1
Bên liên quan,Bên liên quan,Bên liên quan,Diễn giải,Ngày 31 tháng 12 năm 2023Triệu đồng,Ngày 31 tháng 12 năm 2022Triệu đồng,,,
VPB SMBC FC – Công ty con,Bên liên quan > VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,Tiền gửi không kỳ hạn của Công ty con,(1.158.521),(956.990),,-1158521.0,-956990.0
VPB SMBC FC – Công ty con,Bên liên quan > VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,Tiền gửi có kỳ hạn của Công ty con,(500.000),(7.000.000),,-500000.0,-7000000.0
VPB SMBC FC – Công ty con,Bên liên quan > VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,Dự chi lãi tiền gửi của Công ty con,(149),(1.818),,-149.0,-1818.0
VPB SMBC FC – Công ty con,Bên liên quan > VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,Tiền gửi có kỳ hạn tại Công ty con,20.220.000,15.800.000,,20220000.0,15800000.0
VPB SMBC FC – Công ty con,Bên liên quan > VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,Dự thu lãi tiền gửi tại Công ty con,41.438,136.883,,41438.0,136883.0
VPB SMBC FC – Công ty con,Bên liên quan > VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,Mua nợ từ Công ty con,6.375.258,4.570.100,,6375258.0,4570100.0
VPB SMBC FC – Công ty con,Bên liên quan > VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,Dự thu lãi hợp đồng phải sinh lãi suất,36.116,-,,36116.0,
VPB SMBC FC – Công ty con,Bên liên quan > VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,Dự chi lãi hợp đồng phải sinh lãi suất,(10.472),-,,-10472.0,
VPB AMC – Công ty con,Bên liên quan > VPB AMC – Công ty con,VPB AMC – Công ty con,Tiền gửi không kỳ hạn của Công ty con,(478),(69),,-478.0,-69.0
VPB AMC – Công ty con,Bên liên quan > VPB AMC – Công ty con,VPB AMC – Công ty con,Tiền gửi có kỳ hạn của Công ty con,(24.600),(87.500),,-24600.0,-87500.0
VPB AMC – Công ty con,Bên liên quan > VPB AMC – Công ty con,VPB AMC – Công ty con,Dự chi lãi tiền gửi của Công ty con,(34),(1.012),,-34.0,-1012.0
VPB AMC – Công ty con,Bên liên quan > VPB AMC – Công ty con,VPB AMC – Công ty con,Phải thu liên quan đến tạm ứng,27.226,27.226,,27226.0,27226.0
VPBankS – Công ty con,Bên liên quan > VPBankS – Công ty con,VPBankS – Công ty con,Tiền gửi không kỳ hạn của Công ty con,(1.795.382),(5.112.980),,-1795382.0,-5112980.0
VPBankS – Công ty con,Bên liên quan > VPBankS – Công ty con,VPBankS – Công ty con,Tiền gửi có kỳ hạn của Công ty con,-,(600),,,-600.0
VPBankS – Công ty con,Bên liên quan > VPBankS – Công ty con,VPBankS – Công ty con,Dự chi lãi tiền gửi của Công ty con,-,(31),,,-31.0
VPBankS – Công ty con,Bên liên quan > VPBankS – Công ty con,VPBankS – Công ty con,Dự thu lãi hợp đồng phải sinh lãi suất,1.222,-,,1222.0,
VPBankS – Công ty con,Bên liên quan > VPBankS – Công ty con,VPBankS – Công ty con,Dự chi lãi hợp đồng phải sinh lãi suất,(1.618),-,,-1618.0,
OPES – Công ty con,Bên liên quan > OPES – Công ty con,OPES – Công ty con,Tiền gửi không kỳ hạn của Công ty con,(205.735),(6.903),,-205735.0,-6903.0
OPES – Công ty con,Bên liên quan > OPES – Công ty con,OPES – Công ty con,Tiền gửi có kỳ hạn của Công ty con,(41.670),(67.000),,-41670.0,-67000.0
OPES – Công ty con,Bên liên quan > OPES – Công ty con,OPES – Công ty con,Dự chi lãi tiền gửi của Công ty con,(625),(963),,-625.0,-963.0
OPES – Công ty con,Bên liên quan > OPES – Công ty con,OPES – Công ty con,Phải thu kinh doanh bảo hiểm và phải thu khác,32.159,72.377,,32159.0,72377.0
OPES – Công ty con,Bên liên quan > OPES – Công ty con,OPES – Công ty con,Phải trả khác,(32.777),(17.066),,-32777.0,-17066.0
