row_label_raw,row_label_full,col_0,Mức tănglãi suất,Ảnh hưởng đến,Ảnh hưởng đến_1,numeric__Mức tănglãi suất,numeric__Ảnh hưởng đến,numeric__Ảnh hưởng đến_1
,,,Mức tănglãi suất,Lợi nhuậntrước thuếTriệu đồng,Lợi nhuận sau thuếvà Vốn chủ sở hữuTriệu đồng,,,
Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,,,
USD,Tại ngày 31 tháng 12 năm 2023 > USD,USD,"1,50%",(60.340),(48.272),0.015,-60340.0,-48272.0
VND,Tại ngày 31 tháng 12 năm 2023 > VND,VND,"3,00%",2.569.479,2.055.583,0.03,2569479.0,2055583.0
Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,,,
USD,Tại ngày 31 tháng 12 năm 2022 > USD,USD,"1,50%",(125.377),(100.301),0.015,-125377.0,-100301.0
VND,Tại ngày 31 tháng 12 năm 2022 > VND,VND,"3,00%",1.380.096,1.104.077,0.03,1380096.0,1104077.0
