row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2023VND,Ngày 31 tháng 12năm 2022VND,numeric__Ngày 31 tháng 12năm 2023VND,numeric__Ngày 31 tháng 12năm 2022VND
AUD,AUD,AUD,16.476,16.150,16476.0,16150.0
CAD,CAD,CAD,18.260,17.490,18260.0,17490.0
CHF,CHF,CHF,28.740,25.661,28740.0,25661.0
CNY,CNY,CNY,3.407,3.436,3407.0,3436.0
DKK,DKK,DKK,3.160,3.160,3160.0,3160.0
EUR,EUR,EUR,26.699,25.369,26699.0,25369.0
GBP,GBP,GBP,30.796,28.672,30796.0,28672.0
JPY,JPY,JPY,171,181,171.0,181.0
NZD,NZD,NZD,17.249,17.249,17249.0,17249.0
SEK,SEK,SEK,3.078,3.078,3078.0,3078.0
SGD,SGD,SGD,18.332,17.686,18332.0,17686.0
THB,THB,THB,640,640,640.0,640.0
USD,USD,USD,24.170,23.700,24170.0,23700.0
XAU (*),XAU (*),XAU (*),745.000,663.000,745000.0,663000.0
