row_label_raw,row_label_full,col_0,Quá hạnTriệu đồng,Khôngchịu lãiTriệu đồng,Thời hạn định lại lãi suất,Thời hạn định lại lãi suất_1,Thời hạn định lại lãi suất_2,Thời hạn định lại lãi suất_3,Thời hạn định lại lãi suất_4,Thời hạn định lại lãi suất_5,Tổng cộngTriệu đồng,numeric__Quá hạnTriệu đồng,numeric__Khôngchịu lãiTriệu đồng,numeric__Thời hạn định lại lãi suất,numeric__Thời hạn định lại lãi suất_1,numeric__Thời hạn định lại lãi suất_2,numeric__Thời hạn định lại lãi suất_3,numeric__Thời hạn định lại lãi suất_4,numeric__Thời hạn định lại lãi suất_5,numeric__Tổng cộngTriệu đồng
,,,Quá hạnTriệu đồng,Khôngchịu lãiTriệu đồng,Đến 1thángTriệu đồng,Từ 1 - 3thángTriệu đồng,Từ 3 - 6thángTriệu đồng,Từ 6 - 12thángTriệu đồng,Từ 1 - 5 nămTriệu đồng,Trên 5nămTriệu đồng,Tổng cộngTriệu đồng,,,,,,,,,
Tài sản,Tài sản,Tài sản,,,,,,,,,,,,,,,,,,
"Tiền mặt, vàng bạc, đá quý","Tài sản > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",-,2.284.990,-,-,-,-,-,-,2.284.990,,2284990.0,,,,,,,2284990.0
Tiền gửi tại Ngân hàng Nhà nước Việt Nam,Tài sản > Tiền gửi tại Ngân hàng Nhà nước Việt Nam,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,-,-,7.891.943,-,-,-,-,-,7.891.943,,,7891943.0,,,,,,7891943.0
Tiền gửi và cấp tín dụng cho các TCTD khác - gộp,Tài sản > Tiền gửi và cấp tín dụng cho các TCTD khác - gộp,Tiền gửi và cấp tín dụng cho các TCTD khác - gộp,-,-,87.220.801,17.680.597,2.894.475,1.333.374,-,-,109.129.247,,,87220801.0,17680597.0,2894475.0,1333374.0,,,109129247.0
Chứng khoán kinh doanh - gộp,Tài sản > Chứng khoán kinh doanh - gộp,Chứng khoán kinh doanh - gộp,-,-,-,-,-,-,-,581.548,581.548,,,,,,,,581548.0,581548.0
Cho vay khách hàng và mua nợ - gộp,Tài sản > Cho vay khách hàng và mua nợ - gộp,Cho vay khách hàng và mua nợ - gộp,6.195.346,-,282.921.773,115.062.185,35.479.416,45.999.389,17.179.542,779.163,503.616.814,6195346.0,,282921773.0,115062185.0,35479416.0,45999389.0,17179542.0,779163.0,503616814.0
Chứng khoán đầu tư - gộp,Tài sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,317.000,4.365.794,6.431.606,16.901.017,11.942.981,7.176.324,19.589.122,25.167.710,91.891.554,317000.0,4365794.0,6431606.0,16901017.0,11942981.0,7176324.0,19589122.0,25167710.0,91891554.0
"Góp vốn, đầu tư dài hạn - gộp","Tài sản > Góp vốn, đầu tư dài hạn - gộp","Góp vốn, đầu tư dài hạn - gộp",-,21.608.000,-,-,-,-,-,-,21.608.000,,21608000.0,,,,,,,21608000.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,1.569.669,-,-,-,-,-,-,1.569.669,,1569669.0,,,,,,,1569669.0
Tài sản Có khác - gộp,Tài sản > Tài sản Có khác - gộp,Tài sản Có khác - gộp,122.063,46.229.812,-,-,-,-,-,-,46.351.875,122063.0,46229812.0,,,,,,,46351875.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,6.634.409,76.058.265,384.466.123,149.643.799,50.316.872,54.509.087,36.768.664,26.528.421,784.925.640,6634409.0,76058265.0,384466123.0,149643799.0,50316872.0,54509087.0,36768664.0,26528421.0,784925640.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,,,
Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,Nợ phải trả > Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,-,-,4.113.277,2.181,2.665,188,-,-,4.118.311,,,4113277.0,2181.0,2665.0,188.0,,,4118311.0
"Tiền gửi và vay các TCTC, TCTD khác","Nợ phải trả > Tiền gửi và vay các TCTC, TCTD khác","Tiền gửi và vay các TCTC, TCTD khác",-,-,105.217.747,21.758.721,17.659.367,1.330.465,-,-,145.966.300,,,105217747.0,21758721.0,17659367.0,1330465.0,,,145966300.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,178.324.994,91.736.026,130.839.827,36.978.303,5.677.871,1.229,443.558.250,,,178324994.0,91736026.0,130839827.0,36978303.0,5677871.0,1229.0,443558250.0
Công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả > Công cụ tài chính phải sinh và các khoản nợ tài chính khác,Công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,-,4.131.583,10.018.898,(943.559),(8.485.166),(4.594.135),-,127.621,,,4131583.0,10018898.0,-943559.0,-8485166.0,-4594135.0,,127621.0
"Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro",-,-,-,22.045,-,-,-,-,22.045,,,,22045.0,,,,,22045.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,2.638.993,10.607.037,5.654.496,2.629.830,5.492.439,-,27.022.795,,,2638993.0,10607037.0,5654496.0,2629830.0,5492439.0,,27022795.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,20.866.826,-,-,-,-,-,-,20.866.826,,20866826.0,,,,,,,20866826.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,20.866.826,294.426.594,134.144.908,153.212.796,32.453.620,6.576.175,1.229,641.682.148,,20866826.0,294426594.0,134144908.0,153212796.0,32453620.0,6576175.0,1229.0,641682148.0
