row_label_raw,row_label_full,col_0,Thuyết minh,Ngày 31 tháng 12 năm 2023 Triệu đồng,Ngày 31 tháng 12 năm 2022 Triệu đồng,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2023 Triệu đồng,numeric__Ngày 31 tháng 12 năm 2022 Triệu đồng
NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,,,
Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,NỘ PHẢI TRẢ > Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,17,4.118.311,1.929.233,17.0,4118311.0,1929233.0
Tiền gửi và vay Chính phủ và Ngân hàng Nhà nước,NỘ PHẢI TRẢ > Tiền gửi và vay Chính phủ và Ngân hàng Nhà nước,Tiền gửi và vay Chính phủ và Ngân hàng Nhà nước,,4.118.311,1.929.233,,4118311.0,1929233.0
"Tiền gửi và vay các tổ chức tài chính (“TCTC”), TCTD khác","NỘ PHẢI TRẢ > Tiền gửi và vay các tổ chức tài chính (“TCTC”), TCTD khác","Tiền gửi và vay các tổ chức tài chính (“TCTC”), TCTD khác",,145.966.300,132.745.249,,145966300.0,132745249.0
Tiền gửi của các TCTD khác,NỘ PHẢI TRẢ > Tiền gửi của các TCTD khác,Tiền gửi của các TCTD khác,18.1,84.443.276,57.282.918,181.0,84443276.0,57282918.0
"Vay các TCTC, TCTD khác","NỘ PHẢI TRẢ > Vay các TCTC, TCTD khác","Vay các TCTC, TCTD khác",18.2,61.523.024,75.462.331,182.0,61523024.0,75462331.0
Tiền gửi của khách hàng,NỘ PHẢI TRẢ > Tiền gửi của khách hàng,Tiền gửi của khách hàng,19,443.558.250,307.253.284,19.0,443558250.0,307253284.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,NỘ PHẢI TRẢ > Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,9,127.621,-,9.0,127621.0,
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","NỘ PHẢI TRẢ > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",20,22.045,47.050,20.0,22045.0,47050.0
Phát hành giấy tờ có giá,NỘ PHẢI TRẢ > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,21,27.022.795,36.015.174,21.0,27022795.0,36015174.0
Các khoản nợ khác,NỘ PHẢI TRẢ > Các khoản nợ khác,Các khoản nợ khác,,20.866.826,14.673.982,,20866826.0,14673982.0
"Các khoản lãi, phí phải trả","NỘ PHẢI TRẢ > Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả",22.1,12.719.532,7.426.310,221.0,12719532.0,7426310.0
Các khoản phải trả và công nợ khác,NỘ PHẢI TRẢ > Các khoản phải trả và công nợ khác,Các khoản phải trả và công nợ khác,22.2,8.147.294,7.247.672,222.0,8147294.0,7247672.0
TỔNG NỘ PHẢI TRẢ,NỘ PHẢI TRẢ > TỔNG NỘ PHẢI TRẢ,TỔNG NỘ PHẢI TRẢ,,641.682.148,492.663.972,,641682148.0,492663972.0
VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,,,
Vốn,VỐN CHỦ SỞ HỮU > Vốn,Vốn,,103.331.782,66.550.770,,103331782.0,66550770.0
- Vốn điều lệ,VỐN CHỦ SỞ HỮU > - Vốn điều lệ,- Vốn điều lệ,,79.339.236,67.434.236,,79339236.0,67434236.0
- Thặng dư vốn cổ phần,VỐN CHỦ SỞ HỮU > - Thặng dư vốn cổ phần,- Thặng dư vốn cổ phần,,23.992.546,-,,23992546.0,
- Cổ phiếu quỹ,VỐN CHỦ SỞ HỮU > - Cổ phiếu quỹ,- Cổ phiếu quỹ,,-,(883.466),,,-883466.0
Các quỹ của TCTD,VỐN CHỦ SỞ HỮU > Các quỹ của TCTD,Các quỹ của TCTD,,9.796.774,9.056.043,,9796774.0,9056043.0
Lợi nhuận chưa phân phối,VỐN CHỦ SỞ HỮU > Lợi nhuận chưa phân phối,Lợi nhuận chưa phân phối,,21.024.428,19.940.792,,21024428.0,19940792.0
TỔNG VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU > TỔNG VỐN CHỦ SỞ HỮU,TỔNG VỐN CHỦ SỞ HỮU,24,134.152.984,95.547.605,24.0,134152984.0,95547605.0
TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU > TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,775.835.132,588.211.577,,775835132.0,588211577.0
