row_label_raw,row_label_full,Tên công ty,Được thành lập theo,Ngành hoạt động,Vốn điều lệ,% sở hữu,numeric__Được thành lập theo,numeric__Ngành hoạt động,numeric__Vốn điều lệ,numeric__% sở hữu
"Công ty TNHH Quản lý tài sản Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng (""VPB AMC"")","Công ty TNHH Quản lý tài sản Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng (""VPB AMC"")","Công ty TNHH Quản lý tài sản Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng (""VPB AMC"")",Giấy Chứng nhận Đăng ký Kinh doanh số 0105837483 do Sở Kế hoạch và Đầu tư Hà Nội cấp thay đổi lần gần nhất ngày 12 tháng 5 năm 2023,Quản lý nợ và khai thác tài sản,115 tỷ đồng Việt Nam,100%,,,,1.0
"Công ty Tài chính TNHH Ngân hàng Việt Nam Thịnh Vượng SMBC (""VPB SMBC FC"")","Công ty Tài chính TNHH Ngân hàng Việt Nam Thịnh Vượng SMBC (""VPB SMBC FC"")","Công ty Tài chính TNHH Ngân hàng Việt Nam Thịnh Vượng SMBC (""VPB SMBC FC"")",Giấy Chứng nhận Đăng ký Kinh doanh số 0102180545 do Sở Kế hoạch và Đầu tư TP Hồ Chí Minh cấp thay đổi gần nhất ngày 14 tháng 02 năm 2022,Hoạt động dịch vụ tài chính khác,10.928 tỷ đồng Việt Nam,50%,,,,0.5
"Công ty Cổ phần Chứng khoán VPBank (""VPBankS"")","Công ty Cổ phần Chứng khoán VPBank (""VPBankS"")","Công ty Cổ phần Chứng khoán VPBank (""VPBankS"")",Giấy phép hoạt động kinh doanh Chứng khoán số 106/UBCK-GP do Ủy ban Chứng khoán Nhà nước cấp ngày 08 tháng 4 năm 2009 và Giấy phép Điều chỉnh gần nhất ngày 14 tháng 8 năm 2023,Các hoạt động chứng khoán,15.000 tỷ đồng Việt Nam,"99,9537%",,,,0.999537
