row_label_raw,row_label_full,col_0,Lợi nhuận trước thuế triệu đồng,numeric__Lợi nhuận trước thuế triệu đồng
Tăng lợi nhuận do tăng thu nhập lãi thuần,Tăng lợi nhuận do tăng thu nhập lãi thuần,Tăng lợi nhuận do tăng thu nhập lãi thuần,784.136,784136.0
Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động dịch vụ,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động dịch vụ,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động dịch vụ,121.751,121751.0
Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động kinh doanh ngoại hối và vàng,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động kinh doanh ngoại hối và vàng,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động kinh doanh ngoại hối và vàng,(291.708),-291708.0
Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động mua bán chứng khoán kinh doanh,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động mua bán chứng khoán kinh doanh,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động mua bán chứng khoán kinh doanh,392.469,392469.0
Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán đầu tư,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán đầu tư,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán đầu tư,(249.433),-249433.0
Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động khác,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động khác,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động khác,(6.147.312),-6147312.0
Giảm lợi nhuận do giảm thu nhập từ góp vốn mua cổ phần,Giảm lợi nhuận do giảm thu nhập từ góp vốn mua cổ phần,Giảm lợi nhuận do giảm thu nhập từ góp vốn mua cổ phần,(39.850),-39850.0
Giảm lợi nhuận do tăng chi phí hoạt động,Giảm lợi nhuận do tăng chi phí hoạt động,Giảm lợi nhuận do tăng chi phí hoạt động,(1.320.101),-1320101.0
Giảm lợi nhuận do tăng chi phí dự phòng rủi ro tín dụng,Giảm lợi nhuận do tăng chi phí dự phòng rủi ro tín dụng,Giảm lợi nhuận do tăng chi phí dự phòng rủi ro tín dụng,(3.786.719),-3786719.0
,,,(10.536.767),-10536767.0
