row_label_raw,row_label_full,Bên liên quan,Giao dịch,Giá trị > Năm 2023Triệu đồng,Giá trị > Năm 2022Triệu đồng,numeric__Giao dịch,numeric__Giá trị > Năm 2023Triệu đồng,numeric__Giá trị > Năm 2022Triệu đồng
VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,Doanh thu lãi tiền gửi tại Công ty con,609.872,584.208,,609872.0,584208.0
VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,Doanh thu dịch vụ tư vấn và phí khác,35.497,169.353,,35497.0,169353.0
VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,Chi phí lãi tiền gửi của Công ty con,(62.185),(51.815),,-62185.0,-51815.0
VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,Doanh thu từ hợp đồng phải sinh,101.025,-,,101025.0,
VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,Chi phí cho hợp đồng phải sinh,(35.678),-,,-35678.0,
VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,Doanh thu dịch vụ thanh toán,2.704,3.877,,2704.0,3877.0
VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,Doanh thu phí thu chi hộ,2.018,2.007,,2018.0,2007.0
VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,Nhận tiền gửi từ Công ty con,419.260.000,302.580.000,,419260000.0,302580000.0
VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,Trả tiền gửi cho Công ty con,(425.760.000),(296.560.000),,-425760000.0,-296560000.0
VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,Gửi tiền tại Công ty con,117.308.000,72.600.000,,117308000.0,72600000.0
VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,VPB SMBC FC – Công ty con,Rút tiền gửi tại Công ty con,(112.888.000),(64.640.000),,-112888000.0,-64640000.0
VPB AMC – Công ty con,VPB AMC – Công ty con,VPB AMC – Công ty con,Chi phí lãi tiền gửi của Công ty con,(2.121),(3.414),,-2121.0,-3414.0
VPB AMC – Công ty con,VPB AMC – Công ty con,VPB AMC – Công ty con,"Lợi nhuận, quỹ chuyển về từ Công ty con",-,30.196,,,30196.0
VPB AMC – Công ty con,VPB AMC – Công ty con,VPB AMC – Công ty con,Nhận tiền gửi từ Công ty con,115.315,191.100,,115315.0,191100.0
VPB AMC – Công ty con,VPB AMC – Công ty con,VPB AMC – Công ty con,Trả tiền gửi cho Công ty con,(178.215),(216.100),,-178215.0,-216100.0
VPBankS - Công ty con,VPBankS - Công ty con,VPBankS - Công ty con,Chi phí lãi tiền gửi của Công ty con,(6.136),(3.392),,-6136.0,-3392.0
VPBankS - Công ty con,VPBankS - Công ty con,VPBankS - Công ty con,Chi phí dịch vụ tư vấn,(779),(3.350),,-779.0,-3350.0
VPBankS - Công ty con,VPBankS - Công ty con,VPBankS - Công ty con,Phí chuyển nhượng chứng khoán,-,(2.160),,,-2160.0
VPBankS - Công ty con,VPBankS - Công ty con,VPBankS - Công ty con,Nhận tiền gửi từ Công ty con,39,556.475,,39.0,556475.0
VPBankS - Công ty con,VPBankS - Công ty con,VPBankS - Công ty con,Trả tiền gửi cho Công ty con,(639),-,,-639.0,
VPBankS - Công ty con,VPBankS - Công ty con,VPBankS - Công ty con,Tăng vốn góp ở Công ty con,-,(15.083.267),,,-15083267.0
OPES – Công ty con,OPES – Công ty con,OPES – Công ty con,Chi phí lãi tiền gửi của Công ty con,(4.842),(1.061),,-4842.0,-1061.0
OPES – Công ty con,OPES – Công ty con,OPES – Công ty con,Chi phí dịch vụ bảo hiểm,(6.860),(318),,-6860.0,-318.0
OPES – Công ty con,OPES – Công ty con,OPES – Công ty con,Doanh thu dịch vụ bảo hiểm,183.145,145.538,,183145.0,145538.0
