row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2023Triệu đồng,Ngày 31 tháng 12năm 2022Triệu đồng,numeric__Ngày 31 tháng 12năm 2023Triệu đồng,numeric__Ngày 31 tháng 12năm 2022Triệu đồng
Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,206.810,202.190,206810.0,202190.0
Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,32.463.725,37.902.002,32463725.0,37902002.0
- Phải thu về thư tín dụng trả chậm,- Phải thu về thư tín dụng trả chậm,- Phải thu về thư tín dụng trả chậm,28.000.136,34.191.479,28000136.0,34191479.0
- Đặt cọc theo các hợp đồng kinh tế,- Đặt cọc theo các hợp đồng kinh tế,- Đặt cọc theo các hợp đồng kinh tế,1.375.917,1.639.913,1375917.0,1639913.0
- Tài sản có rủi ro tín dụng,- Tài sản có rủi ro tín dụng,- Tài sản có rủi ro tín dụng,-,80.000,,80000.0
- Phải thu về hoạt động thanh toán,- Phải thu về hoạt động thanh toán,- Phải thu về hoạt động thanh toán,1.928.290,971.281,1928290.0,971281.0
- Tạm ứng nhà cung cấp,- Tạm ứng nhà cung cấp,- Tạm ứng nhà cung cấp,423.509,324.994,423509.0,324994.0
- Phải thu bên ngoài khác,- Phải thu bên ngoài khác,- Phải thu bên ngoài khác,735.873,694.335,735873.0,694335.0
Mua sắm tài sản cổ định,Mua sắm tài sản cổ định,Mua sắm tài sản cổ định,90.308,44.042,90308.0,44042.0
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,4.768,11.676,4768.0,11676.0
,,,32.765.611,38.159.910,32765611.0,38159910.0
