row_label_raw,row_label_full,Bên liên quan,Ngày 31 tháng 12 năm2023Triệu đồng,Ngày 31 tháng 12 năm2022Triệu đồng,numeric__Ngày 31 tháng 12 năm2023Triệu đồng,numeric__Ngày 31 tháng 12 năm2022Triệu đồng
VPB SMBC FC - Công ty con,VPB SMBC FC - Công ty con,VPB SMBC FC - Công ty con,5.453.780,-,5453780.0,
VPBankS - Công ty con,VPBankS - Công ty con,VPBankS - Công ty con,607.500,-,607500.0,
SMBC - Cổ đông lớn (*),SMBC - Cổ đông lớn (*),SMBC - Cổ đông lớn (*),26.818.473,-,26818473.0,
