row_label_raw,row_label_full,Số đầu năm > Trích lập trong năm (Thuyết minh số 34),Năm 2023Triệu đồng > 41.025 > 73.740,Năm 2022Triệu đồng > 7.245 > 33.780,numeric__Năm 2023Triệu đồng > 41.025 > 73.740,numeric__Năm 2022Triệu đồng > 7.245 > 33.780
- Dự phòng chung,- Dự phòng chung,- Dự phòng chung,13.028,33.780,13028.0,33780.0
- Dự phòng cụ thể,- Dự phòng cụ thể,- Dự phòng cụ thể,60.712,-,60712.0,
Số cuối năm,Số cuối năm,Số cuối năm,114.765,41.025,114765.0,41025.0
