row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2018VND > 69.538.847.813,Số phải nộpVND > 1.755.808.129.668,Số đã nộpVND > (553.652.982.840),Số đã cán trừVND > (1.204.521.756.090),31/12/2018VND > 67.172.238.551,numeric__1/1/2018VND > 69.538.847.813,numeric__Số phải nộpVND > 1.755.808.129.668,numeric__Số đã nộpVND > (553.652.982.840),numeric__Số đã cán trừVND > (1.204.521.756.090),numeric__31/12/2018VND > 67.172.238.551
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,24.153.483.137,418.664.182.548,(412.618.517.841),-,30.199.147.844,24153483137.0,418664182548.0,-412618517841.0,,30199147844.0
Thuế nhà thầu nước ngoài,Thuế nhà thầu nước ngoài,Thuế nhà thầu nước ngoài,-,91.368.602.014,(89.746.174.111),(1.622.427.903),-,,91368602014.0,-89746174111.0,-1622427903.0,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,253.461.727.751,(108.000.000.000),(38.529.341.132),106.932.386.619,,253461727751.0,-108000000000.0,-38529341132.0,106932386619.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,832.167.066,(832.166.166),(900),-,,832167066.0,-832166166.0,-900.0,
,,,93.692.330.950,2.520.134.809.047,(1.164.849.840.958),(1.244.673.526.025),204.303.773.014,93692330950.0,2520134809047.0,-1164849840958.0,-1244673526025.0,204303773014.0
