row_label_raw,row_label_full,col_0,Mãsố,2018VND,2017VND,numeric__Mãsố,numeric__2018VND,numeric__2017VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản,Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản,01,3.045.280.003.467,2.045.330.023.070,1.0,3045280003467.0,2045330023070.0
Khẩu hao và phân bổ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Khẩu hao và phân bổ,Khẩu hao và phân bổ,02,146.219.233.505,94.786.011.086,2.0,146219233505.0,94786011086.0
Các khoản dự phòng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Các khoản dự phòng,Các khoản dự phòng,03,174.500.000.000,-,3.0,174500000000.0,
Giá trị thời gian của dòng tiền đã được chiếtkhấu của khoản dự phòng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Giá trị thời gian của dòng tiền đã được chiếtkhấu của khoản dự phòng,Giá trị thời gian của dòng tiền đã được chiếtkhấu của khoản dự phòng,03,434.733.395.693,277.580.251.779,3.0,434733395693.0,277580251779.0
Lỗ chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiên tệ có gốc ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lỗ chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiên tệ có gốc ngoại tệ,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiên tệ có gốc ngoại tệ,04,50.614.755.161,5.314.290.289,4.0,50614755161.0,5314290289.0
Lãi tiền gửi và cho vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lãi tiền gửi và cho vay,Lãi tiền gửi và cho vay,05,(208.253.201.298),(69.917.578.051),5.0,-208253201298.0,-69917578051.0
Thu nhập cổ tức,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập cổ tức,Thu nhập cổ tức,05,(2.832.636.000),(4.481.015.376),5.0,-2832636000.0,-4481015376.0
Lãi từ thanh lý các công ty con,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lãi từ thanh lý các công ty con,Lãi từ thanh lý các công ty con,05,(16.271.500.000),-,5.0,-16271500000.0,
Xóa sổ tài sản cổ định,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Xóa sổ tài sản cổ định,Xóa sổ tài sản cổ định,05,10.506.525.264,-,5.0,10506525264.0,
Chi phí lãi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi vay,Chi phí lãi vay,06,257.505.446.656,237.597.428.875,6.0,257505446656.0,237597428875.0
Lợi nhuận từ hoạt động kinh doanhtrước những thay đổi vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận từ hoạt động kinh doanhtrước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanhtrước những thay đổi vốn lưu động,08,3.892.002.022.448,2.586.209.411.672,8.0,3892002022448.0,2586209411672.0
Biến động các khoản phải thu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải thu,Biến động các khoản phải thu,09,(4.120.317.632.175),(1.933.893.117.574),9.0,-4120317632175.0,-1933893117574.0
Biến động hàng tồn kho,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động hàng tồn kho,Biến động hàng tồn kho,10,(201.547.786.085),(129.251.222.745),10.0,-201547786085.0,-129251222745.0
Biến động các khoản phải trả vànợ phải trả khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải trả vànợ phải trả khác,Biến động các khoản phải trả vànợ phải trả khác,11,3.641.557.158.774,3.634.460.002.442,11.0,3641557158774.0,3634460002442.0
Biến động chi phí trả trước,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động chi phí trả trước,Biến động chi phí trả trước,12,2.077.145.525.269,1.344.434.895.541,12.0,2077145525269.0,1344434895541.0
