row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2018 VND,1/1/2018 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2018 VND,numeric__1/1/2018 VND
NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,,,,
NỘ PHẢI TRẢ (300 = 310 + 330),NGUỒN VỐN > NỘ PHẢI TRẢ (300 = 310 + 330),NỘ PHẢI TRẢ (300 = 310 + 330),300,,30.422.594.983.854,23.484.822.352.462,300.0,,30422594983854.0,23484822352462.0
Nợ ngắn hạn,NGUỒN VỐN > Nợ ngắn hạn,Nợ ngắn hạn,310,,20.326.158.485.235,16.340.000.178.511,310.0,,20326158485235.0,16340000178511.0
Phải trả người bán ngắn hạn,NGUỒN VỐN > Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,311,15,913.707.485.181,552.067.306.745,311.0,15.0,913707485181.0,552067306745.0
Người mua trả tiền trước ngắn hạn,NGUỒN VỐN > Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,312,,731.957.225.384,440.186.208.976,312.0,,731957225384.0,440186208976.0
Thuế phải nộp Nhà nước,NGUỒN VỐN > Thuế phải nộp Nhà nước,Thuế phải nộp Nhà nước,313,16(a),204.303.773.014,93.692.330.950,313.0,,204303773014.0,93692330950.0
Chi phí phải trả ngắn hạn,NGUỒN VỐN > Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,315,17,1.911.683.033.277,1.343.336.413.171,315.0,17.0,1911683033277.0,1343336413171.0
Doanh thu chưa thực hiện ngắn hạn,NGUỒN VỐN > Doanh thu chưa thực hiện ngắn hạn,Doanh thu chưa thực hiện ngắn hạn,318,18,2.732.382.333.601,1.964.462.207.817,318.0,18.0,2732382333601.0,1964462207817.0
Phải trả ngắn hạn khác,NGUỒN VỐN > Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,319,19,6.963.402.316.712,3.582.015.475.690,319.0,19.0,6963402316712.0,3582015475690.0
Vay ngắn hạn,NGUỒN VỐN > Vay ngắn hạn,Vay ngắn hạn,320,20(a),4.957.780.032.953,6.897.226.897.293,320.0,,4957780032953.0,6897226897293.0
Dự phòng phải trả ngắn hạn,NGUỒN VỐN > Dự phòng phải trả ngắn hạn,Dự phòng phải trả ngắn hạn,321,21,1.910.942.285.113,1.467.013.337.869,321.0,21.0,1910942285113.0,1467013337869.0
Nợ dài hạn,NGUỒN VỐN > Nợ dài hạn,Nợ dài hạn,330,,10.096.436.498.619,7.144.822.173.951,330.0,,10096436498619.0,7144822173951.0
Phải trả dài hạn khác,NGUỒN VỐN > Phải trả dài hạn khác,Phải trả dài hạn khác,337,,5.658.606.820,5.905.373.020,337.0,,5658606820.0,5905373020.0
Vay dài hạn,NGUỒN VỐN > Vay dài hạn,Vay dài hạn,338,20(b),572.231.674.577,626.905.284.322,338.0,,572231674577.0,626905284322.0
Thuế thu nhập hoãn lại phải trả,NGUỒN VỐN > Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,341,22,374.787.926.130,147.546.321.044,341.0,22.0,374787926130.0,147546321044.0
Dự phòng phải trả dài hạn,NGUỒN VỐN > Dự phòng phải trả dài hạn,Dự phòng phải trả dài hạn,342,21,9.143.758.291.092,6.364.465.195.565,342.0,21.0,9143758291092.0,6364465195565.0
VỐN CHỦ SỞ HỮU (400 = 410),NGUỒN VỐN > VỐN CHỦ SỞ HỮU (400 = 410),VỐN CHỦ SỞ HỮU (400 = 410),400,,6.259.637.155.176,5.680.969.720.546,400.0,,6259637155176.0,5680969720546.0
Vốn chủ sở hữu,NGUỒN VỐN > Vốn chủ sở hữu,Vốn chủ sở hữu,410,23,6.259.637.155.176,5.680.969.720.546,410.0,23.0,6259637155176.0,5680969720546.0
Vốn cổ phần,NGUỒN VỐN > Vốn cổ phần,Vốn cổ phần,411,24,5.416.113.340.000,4.513.432.840.000,411.0,24.0,5416113340000.0,4513432840000.0
Thặng dư vốn cổ phần,NGUỒN VỐN > Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,412,,245.949.492.805,245.949.492.805,412.0,,245949492805.0,245949492805.0
Lợi nhuận sau thuế chưa phân phối,NGUỒN VỐN > Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,421,,597.574.322.371,921.587.387.741,421.0,,597574322371.0,921587387741.0
TỔNG NGUỒN VỐN (440 = 300 + 400),NGUỒN VỐN > TỔNG NGUỒN VỐN (440 = 300 + 400),TỔNG NGUỒN VỐN (440 = 300 + 400),440,,36.682.232.139.030,29.165.792.073.008,440.0,,36682232139030.0,29165792073008.0
