row_label_raw,row_label_full,col_0,col_1,Số cuối năm,Số đầu năm,numeric__col_1,numeric__Số cuối năm,numeric__Số đầu năm
,,,,VND,VND,,,
21.,21.,21.,"Chi phí lãi vay, lãi trái phiếu",25.815.509.700,11.442.297.793,,25815509700.0,11442297793.0
21.,21.,21.,Chi phí phải trả khác,29.173.343.173,3.063.312.272,,29173343173.0,3063312272.0
21.,21.,21.,,54.988.852.873,14.505.610.065,,54988852873.0,14505610065.0
21.,21.,21.,DOANH THU CHƯƠA THỰC HIỆN,DOANH THU CHƯƠA THỰC HIỆN,DOANH THU CHƯƠA THỰC HIỆN,,,
21.,21.,21.,,Số cuối năm,Số đầu năm,,,
21.,21.,21.,,VND,VND,,,
21.,21.,21.,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,,,
21.,21. > 21.,21.,Doanh thu cho thuê văn phòng và cơ sở hạ tầng,48.629.079.847,16.035.324.998,,48629079847.0,16035324998.0
21.,21. > 21.,21.,,48.629.079.847,16.035.324.998,,48629079847.0,16035324998.0
21.,21.,21.,b. Dài hạn,b. Dài hạn,b. Dài hạn,,,
21.,21. > 21.,21.,Doanh thu cho thuê văn phòng và cơ sở hạ tầng,162.739.091.804,168.047.924.846,,162739091804.0,168047924846.0
21.,21. > 21.,21.,,162.739.091.804,168.047.924.846,,162739091804.0,168047924846.0
21.,21. > 21.,21.,Trong đó: Doanh thu chưa thực hiện với các bên liên quan (chỉ tiết tại Thuyết minh số 33),132.183.446.534,136.627.169.267,,132183446534.0,136627169267.0
