row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Công ty Cổ phần Hạ tầng GELEX,Công ty Cổ phần Hạ tầng GELEX,Công ty Cổ phần Hạ tầng GELEX,Công ty con,
Công ty Cổ phần Điện lực GELEX,Công ty Cổ phần Điện lực GELEX,Công ty Cổ phần Điện lực GELEX,Công ty con,
Công ty Cổ phần Dây cáp điện Việt Nam,Công ty Cổ phần Dây cáp điện Việt Nam,Công ty Cổ phần Dây cáp điện Việt Nam,Công ty con,
Công ty TNHH MTV Cadivi Đồng Nai,Công ty TNHH MTV Cadivi Đồng Nai,Công ty TNHH MTV Cadivi Đồng Nai,Công ty con,
Công ty Cổ phần Thiết bị Điện,Công ty Cổ phần Thiết bị Điện,Công ty Cổ phần Thiết bị Điện,Công ty con,
Công ty Cổ phần Chế tạo Điện cơ Hà Nội,Công ty Cổ phần Chế tạo Điện cơ Hà Nội,Công ty Cổ phần Chế tạo Điện cơ Hà Nội,Công ty con,
Công ty Cổ phần Thiết bị đo điện EMIC,Công ty Cổ phần Thiết bị đo điện EMIC,Công ty Cổ phần Thiết bị đo điện EMIC,Công ty con,
Công ty Cổ phần Sản xuất Máy biển áp Truyền tải MEE,Công ty Cổ phần Sản xuất Máy biển áp Truyền tải MEE,Công ty Cổ phần Sản xuất Máy biển áp Truyền tải MEE,Công ty con,
Công ty Dây đồng Việt Nam CFT,Công ty Dây đồng Việt Nam CFT,Công ty Dây đồng Việt Nam CFT,Công ty con,
Công ty TNHH Phát điện GELEX,Công ty TNHH Phát điện GELEX,Công ty TNHH Phát điện GELEX,Công ty con,
Công ty Cổ phần Mua Bán Điện GELEX,Công ty Cổ phần Mua Bán Điện GELEX,Công ty Cổ phần Mua Bán Điện GELEX,Công ty con,
Công ty TNHH MTV Cadivi Miền Bắc,Công ty TNHH MTV Cadivi Miền Bắc,Công ty TNHH MTV Cadivi Miền Bắc,Công ty con,
Công ty TNHH GELEX Technology,Công ty TNHH GELEX Technology,Công ty TNHH GELEX Technology,Công ty con,
Công ty Cổ phần Viglacera Văn Hải,Công ty Cổ phần Viglacera Văn Hải,Công ty Cổ phần Viglacera Văn Hải,Công ty con,
Công ty Cổ phần Đầu tư nước sạch Sông Đà,Công ty Cổ phần Đầu tư nước sạch Sông Đà,Công ty Cổ phần Đầu tư nước sạch Sông Đà,Công ty con,
Công ty TNHH Đầu tư GELEX,Công ty TNHH Đầu tư GELEX,Công ty TNHH Đầu tư GELEX,Công ty con,
Công ty TNHH S.A.S. – CTAMAD,Công ty TNHH S.A.S. – CTAMAD,Công ty TNHH S.A.S. – CTAMAD,Công ty liên kết,
Công ty TNHH MTV Năng lượng GELEX Ninh Thuận,Công ty TNHH MTV Năng lượng GELEX Ninh Thuận,Công ty TNHH MTV Năng lượng GELEX Ninh Thuận,Công ty liên kết,
Công ty TNHH Titan Corporation,Công ty TNHH Titan Corporation,Công ty TNHH Titan Corporation,Công ty liên kết,
Công ty TNHH ICAPITAL,Công ty TNHH ICAPITAL,Công ty TNHH ICAPITAL,Công ty có chung thành viên lãnh đạo chủ chốt,
Công ty Cổ phần Thiết bị Công nghiệp GEIC,Công ty Cổ phần Thiết bị Công nghiệp GEIC,Công ty Cổ phần Thiết bị Công nghiệp GEIC,Công ty có chung thành viên lãnh đạo chủ chốt (đến ngày 30 tháng 9 năm 2025),
Công ty TNHH Công nghiệp Titan (Hưng Yên),Công ty TNHH Công nghiệp Titan (Hưng Yên),Công ty TNHH Công nghiệp Titan (Hưng Yên),Công ty có chung thành viên lãnh đạo chủ chốt (đến ngày 14 tháng 9 năm 2025),
Công ty TNHH Công nghiệp Titan Corporation (Bắc Ninh) 1,Công ty TNHH Công nghiệp Titan Corporation (Bắc Ninh) 1,Công ty TNHH Công nghiệp Titan Corporation (Bắc Ninh) 1,Công ty có chung thành viên lãnh đạo chủ chốt (đến ngày 14 tháng 9 năm 2025),
Công ty TNHH Công nghiệp Titan Corporation 2 (Bắc Ninh),Công ty TNHH Công nghiệp Titan Corporation 2 (Bắc Ninh),Công ty TNHH Công nghiệp Titan Corporation 2 (Bắc Ninh),Công ty có chung thành viên lãnh đạo chủ chốt (đến ngày 14 tháng 9 năm 2025),
Công ty TNHH Công nghiệp Titan Corporation 3 (Bắc Ninh),Công ty TNHH Công nghiệp Titan Corporation 3 (Bắc Ninh),Công ty TNHH Công nghiệp Titan Corporation 3 (Bắc Ninh),Công ty có chung thành viên lãnh đạo chủ chốt (đến ngày 14 tháng 9 năm 2025),
Công ty TNHH Công nghiệp Titan (Quảng Ninh),Công ty TNHH Công nghiệp Titan (Quảng Ninh),Công ty TNHH Công nghiệp Titan (Quảng Ninh),Công ty có chung thành viên lãnh đạo chủ chốt (đến ngày 14 tháng 9 năm 2025),
