row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số cuối năm_2,Số cuối năm_3,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số cuối năm_2,numeric__Số cuối năm_3,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,Dự phòng,VND,VND,Giá gốc,VND,,,,,,
,,,Giá gốc,Dự phòng,Giá trị hợp lý,Giá gốc,Giá gốc,Giá trị hợp lý,,,,,,
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,8.974.685.884.561 (77.385.375.926),8.974.685.884.561 (77.385.375.926),8.974.685.884.561 (77.385.375.926),9.251.837.076.877,-,,,,,9251837076877.0,,
Công ty Cổ phần Hạ tầng GELEX (i),Công ty Cổ phần Hạ tầng GELEX (i),Công ty Cổ phần Hạ tầng GELEX (i),6.554.622.783.509,-,(i),6.848.316.883.509,-,(i),6554622783509.0,,,6848316883509.0,,
Công ty Cổ phần Điện lực GELEX (ii),Công ty Cổ phần Điện lực GELEX (ii),Công ty Cổ phần Điện lực GELEX (ii),2.320.063.101.052,-,68.247.703.760.000,2.403.520.193.368,-,8.231.849.080.000,2320063101052.0,,68247703760000.0,2403520193368.0,,8231849080000.0
Công ty TNHH Đầu tư GELEX,Công ty TNHH Đầu tư GELEX,Công ty TNHH Đầu tư GELEX,100.000.000.000 (77.385.375.926),100.000.000.000 (77.385.375.926),(i),-,-,(i),,,,,,
Đầu tư vào công ty liên kết,Công ty TNHH Đầu tư GELEX > Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,-,-,,663.843.705.096,-,(i),,,,663843705096.0,,
Công ty TNHH Titan Corporation (i) (iii),Công ty TNHH Đầu tư GELEX > Công ty TNHH Titan Corporation (i) (iii),Công ty TNHH Titan Corporation (i) (iii),-,-,,663.843.705.096,-,(i),,,,663843705096.0,,
,,,8.974.685.884.561 (77.385.375.926),8.974.685.884.561 (77.385.375.926),,9.915.680.781.973,-,,,,,9915680781973.0,,
