row_label_raw,row_label_full,Công ty Cổ phần Hạ tầng GELEX,2.845.000.000.000,457.000.000.000,numeric__2.845.000.000.000,numeric__457.000.000.000
Công ty TNHH Phát điện GELEX,Công ty TNHH Phát điện GELEX,Công ty TNHH Phát điện GELEX,371.600.000.000,228.400.000.000,371600000000.0,228400000000.0
Công ty Cổ phần Thiết bị Đo diện EMIC,Công ty Cổ phần Thiết bị Đo diện EMIC,Công ty Cổ phần Thiết bị Đo diện EMIC,110.000.000.000,-,110000000000.0,
Công ty Cổ phần Sản xuất Máy biến áp Truyền tải MEE,Công ty Cổ phần Sản xuất Máy biến áp Truyền tải MEE,Công ty Cổ phần Sản xuất Máy biến áp Truyền tải MEE,100.000.000.000,-,100000000000.0,
Công ty Cổ phần Chế tạo Điện cơ Hà Nội,Công ty Cổ phần Chế tạo Điện cơ Hà Nội,Công ty Cổ phần Chế tạo Điện cơ Hà Nội,50.000.000.000,-,50000000000.0,
Công ty Cổ phần Điện lực GELEX,Công ty Cổ phần Điện lực GELEX,Công ty Cổ phần Điện lực GELEX,-,360.000.000.000,,360000000000.0
,,,3.476.600.000.000,1.045.400.000.000,3476600000000.0,1045400000000.0
