row_label_raw,row_label_full,col_0,Số phải thu đầu năm,Số phải nộp đầu năm,Số phải nộp trong năm,Số đã thực nộp/khẩu trừ trong năm,Số phải thu cuối năm,Số phải nộp cuối năm,numeric__Số phải thu đầu năm,numeric__Số phải nộp đầu năm,numeric__Số phải nộp trong năm,numeric__Số đã thực nộp/khẩu trừ trong năm,numeric__Số phải thu cuối năm,numeric__Số phải nộp cuối năm
,,,VND,VND,VND,VND,VND,VND,,,,,,
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,3.671.898.247,-,618.596.013.385,616.049.533.917,1.125.418.779,-,3671898247.0,,618596013385.0,616049533917.0,1125418779.0,
"Thuế Xuất khẩu, Nhập khẩu","Thuế Xuất khẩu, Nhập khẩu","Thuế Xuất khẩu, Nhập khẩu",-,-,1.325.054.170,1.325.054.170,-,-,,,1325054170.0,1325054170.0,,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,1.000.000.000,-,244.199.827.004,-,-,243.199.827.004,1000000000.0,,244199827004.0,,,243199827004.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,646.810.381,69.164.221.423,67.627.090.003,-,2.183.941.801,,646810381.0,69164221423.0,67627090003.0,,2183941801.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",1.825.000.247,-,11.532.120.750,20.050.695.701,10.343.575.198,-,1825000247.0,,11532120750.0,20050695701.0,10343575198.0,
Các loại thuế khác và các khoản phải nộp khác,Các loại thuế khác và các khoản phải nộp khác,Các loại thuế khác và các khoản phải nộp khác,-,234.979.032,6.392.384.002,6.460.829.000,-,166.534.034,,234979032.0,6392384002.0,6460829000.0,,166534034.0
,,,6.496.898.494,881.789.413,951.209.620.734,711.513.202.791,11.468.993.977,245.550.302.839,6496898494.0,881789413.0,951209620734.0,711513202791.0,11468993977.0,245550302839.0
