row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
,,,Giá trị/ Số có khả năng trả nợ,Giá trị/ Số có khả năng trả nợ,,
Công ty Cổ phần Kỹ thuật Sigma,Công ty Cổ phần Kỹ thuật Sigma,Công ty Cổ phần Kỹ thuật Sigma,176.661.461.639,80.924.934.054,176661461639.0,80924934054.0
Công ty TNHH Falcon Việt Nam ( Đại An),Công ty TNHH Falcon Việt Nam ( Đại An),Công ty TNHH Falcon Việt Nam ( Đại An),139.670.529.444,18.511.290.967,139670529444.0,18511290967.0
Công ty Cổ phần Xây dựng và Thương mại TTT,Công ty Cổ phần Xây dựng và Thương mại TTT,Công ty Cổ phần Xây dựng và Thương mại TTT,46.580.217.714,-,46580217714.0,
Công ty Cổ phần Xây dựng Central,Công ty Cổ phần Xây dựng Central,Công ty Cổ phần Xây dựng Central,32.139.159.402,55.816.545.585,32139159402.0,55816545585.0
Glencore International AG,Glencore International AG,Glencore International AG,-,344.275.027.149,,344275027149.0
Samsung C&T Singapore PTE LTD,Samsung C&T Singapore PTE LTD,Samsung C&T Singapore PTE LTD,-,151.925.110.002,,151925110002.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,229.329.366.781,62.076.721.556,229329366781.0,62076721556.0
,,,624.380.734.980,713.529.629.313,624380734980.0,713529629313.0
Trong đó: Phải trả người bán ngắn hạn là các bên liên quan (chỉ tiết tại Thuyết minh số 33),Trong đó: Phải trả người bán ngắn hạn là các bên liên quan (chỉ tiết tại Thuyết minh số 33),Trong đó: Phải trả người bán ngắn hạn là các bên liên quan (chỉ tiết tại Thuyết minh số 33),507.278.040,108.306.804,507278040.0,108306804.0
