row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị hợp lý,Số cuối năm > VND Dự phòng,Số đầu năm > Giá gốc,Số đầu năm > Giá trị hợp lý,Số đầu năm > VND Dự phòng,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số cuối năm > VND Dự phòng,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị hợp lý,numeric__Số đầu năm > VND Dự phòng
Trái phiếu (i),Trái phiếu (i),Trái phiếu (i),260.682.968.986,(i),-,400.000.000.000,(i),-,260682968986.0,,,400000000000.0,,
Cổ phiếu (ii),Cổ phiếu (ii),Cổ phiếu (ii),4.519.248.053.200,5.478.306.195.800,(30.738.509.275),4.147.632.976.936,4.616.276.180.550,(23.975.524.800),4519248053200.0,5478306195800.0,-30738509275.0,4147632976936.0,4616276180550.0,-23975524800.0
- Cổ phiếu Ngân hàng,- Cổ phiếu Ngân hàng,- Cổ phiếu Ngân hàng,3.297.452.415.944,3.981.487.717.800,-,3.297.452.415.944,3.607.639.105.800,-,3297452415944.0,3981487717800.0,,3297452415944.0,3607639105800.0,
TMCP Xuất nhập khẩu Việt Nam,TMCP Xuất nhập khẩu Việt Nam,TMCP Xuất nhập khẩu Việt Nam,,,,,,,,,,,,
- Cổ phiếu khác,TMCP Xuất nhập khẩu Việt Nam > - Cổ phiếu khác,- Cổ phiếu khác,1.221.795.637.256,1.496.818.478.000,(30.738.509.275),850.180.560.992,1.008.637.074.750,(23.975.524.800),1221795637256.0,1496818478000.0,-30738509275.0,850180560992.0,1008637074750.0,-23975524800.0
,,,4.779.931.022.186,,(30.738.509.275),4.547.632.976.936,,(23.975.524.800),4779931022186.0,,-30738509275.0,4547632976936.0,,-23975524800.0
