row_label_raw,row_label_full,col_0,31/12/2016Triệu VND,%,31/12/2015Triệu VND,%_1,numeric__31/12/2016Triệu VND,numeric__%,numeric__31/12/2015Triệu VND,numeric__%_1
Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,,,,
Công ty Nhà nước,Cho vay các TCKT > Công ty Nhà nước,Công ty Nhà nước,7.231.657,"4,45",5.855.667,"4,46",7231657.0,4.45,5855667.0,4.46
Công ty TNHH MTV Vốn Nhà nước,Cho vay các TCKT > Công ty TNHH MTV Vốn Nhà nước,Công ty TNHH MTV Vốn Nhà nước,12.412.504,"7,64",10.171.688,"7,74",12412504.0,7.64,10171688.0,7.74
Công ty TNHH khác,Cho vay các TCKT > Công ty TNHH khác,Công ty TNHH khác,24.494.250,"15,08",26.459.450,"20,13",24494250.0,15.08,26459450.0,20.13
Công ty Cổ phần vốn Nhà nước lớn hơn,Công ty Cổ phần vốn Nhà nước lớn hơn,Công ty Cổ phần vốn Nhà nước lớn hơn,Công ty Cổ phần vốn Nhà nước lớn hơn,Công ty Cổ phần vốn Nhà nước lớn hơn,Công ty Cổ phần vốn Nhà nước lớn hơn,Công ty Cổ phần vốn Nhà nước lớn hơn,,,,
50% (Nhà nước chiếm cổ phần chi phối),Công ty Cổ phần vốn Nhà nước lớn hơn > 50% (Nhà nước chiếm cổ phần chi phối),50% (Nhà nước chiếm cổ phần chi phối),15.114.294,"9,31",10.991.218,"8,36",15114294.0,9.31,10991218.0,8.36
Công ty cổ phần khác,Công ty Cổ phần vốn Nhà nước lớn hơn > Công ty cổ phần khác,Công ty cổ phần khác,69.049.630,"42,52",51.319.976,"39,05",69049630.0,42.52,51319976.0,39.05
Công ty hợp danh,Công ty Cổ phần vốn Nhà nước lớn hơn > Công ty hợp danh,Công ty hợp danh,96.250,"0,06",3.122,"0,00",96250.0,0.06,3122.0,0.0
Doanh nghiệp tư nhân,Công ty Cổ phần vốn Nhà nước lớn hơn > Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,1.565.104,"0,96",1.263.687,"0,96",1565104.0,0.96,1263687.0,0.96
Doanh nghiệp có vốn đầu tư nước ngoài,Công ty Cổ phần vốn Nhà nước lớn hơn > Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,59.215,"0,04",78.411,"0,06",59215.0,0.04,78411.0,0.06
Hợp tác xã và liên hiệp hợp tác xã,Công ty Cổ phần vốn Nhà nước lớn hơn > Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,64.345,"0,05",42.875,"0,03",64345.0,0.05,42875.0,0.03
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,,,,
"Hộ kinh doanh, cá nhân","Cho vay cá nhân > Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",30.331.453,"18,68",23.230.822,"17,68",30331453.0,18.68,23230822.0,17.68
Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,,,,
Thành phần kinh tế khác,Cho vay khác > Thành phần kinh tế khác,Thành phần kinh tế khác,1.784.855,"1,11",1.812.513,"1,39",1784855.0,1.11,1812513.0,1.39
,,,162.203.557,"99,89",131.229.429,"99,85",162203557.0,99.89,131229429.0,99.85
Các khoản phải thu giao dịch chứng khoán của SHBS,Cho vay khác > Các khoản phải thu giao dịch chứng khoán của SHBS,Các khoản phải thu giao dịch chứng khoán của SHBS,172.628,"0,10",197.764,"0,15",172628.0,0.1,197764.0,0.15
,,,162.376.185,"100,00",131.427.193,"100,00",162376185.0,100.0,131427193.0,100.0
