row_label_raw,row_label_full,"Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Tại 31 tháng 12 năm2016 (Triệu VND)","Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Quá hạn","Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Khônghuống lãi","Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Dưới1 tháng","Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Từ 1 đến3 tháng","Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Từ 3 đến6 tháng","Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Từ 6 đến12 tháng","Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Mẫu B05/TCTD-HN(Ban hành theo Thông tư số49/2014/TT-NHNN ngày 31 tháng 12 năm 2014của Thống đốc Ngân hàng Nhà nước Việt Nam) > Từ 1 đến5 năm","Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Mẫu B05/TCTD-HN(Ban hành theo Thông tư số49/2014/TT-NHNN ngày 31 tháng 12 năm 2014của Thống đốc Ngân hàng Nhà nước Việt Nam) > Trên 5năm","Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Mẫu B05/TCTD-HN(Ban hành theo Thông tư số49/2014/TT-NHNN ngày 31 tháng 12 năm 2014của Thống đốc Ngân hàng Nhà nước Việt Nam) > Tổng cộng","numeric__Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Quá hạn","numeric__Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Khônghuống lãi","numeric__Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Dưới1 tháng","numeric__Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Từ 1 đến3 tháng","numeric__Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Từ 3 đến6 tháng","numeric__Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Từ 6 đến12 tháng","numeric__Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Mẫu B05/TCTD-HN(Ban hành theo Thông tư số49/2014/TT-NHNN ngày 31 tháng 12 năm 2014của Thống đốc Ngân hàng Nhà nước Việt Nam) > Từ 1 đến5 năm","numeric__Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Mẫu B05/TCTD-HN(Ban hành theo Thông tư số49/2014/TT-NHNN ngày 31 tháng 12 năm 2014của Thống đốc Ngân hàng Nhà nước Việt Nam) > Trên 5năm","numeric__Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Mẫu B05/TCTD-HN(Ban hành theo Thông tư số49/2014/TT-NHNN ngày 31 tháng 12 năm 2014của Thống đốc Ngân hàng Nhà nước Việt Nam) > Tổng cộng"
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
