row_label_raw,row_label_full,"Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Tại 31 tháng 12 năm2016 (Triệu VND)","Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Quá hạn","Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Khônghuống lãi","Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Dưới1 tháng","Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Từ 1 đến3 tháng","Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Từ 3 đến6 tháng","Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Từ 6 đến12 tháng","Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Mẫu B05/TCTD-HN(Ban hành theo Thông tư số49/2014/TT-NHNN ngày 31 tháng 12 năm 2014của Thống đốc Ngân hàng Nhà nước Việt Nam) > Từ 1 đến5 năm","Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Mẫu B05/TCTD-HN(Ban hành theo Thông tư số49/2014/TT-NHNN ngày 31 tháng 12 năm 2014của Thống đốc Ngân hàng Nhà nước Việt Nam) > Trên 5năm","Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Mẫu B05/TCTD-HN(Ban hành theo Thông tư số49/2014/TT-NHNN ngày 31 tháng 12 năm 2014của Thống đốc Ngân hàng Nhà nước Việt Nam) > Tổng cộng","numeric__Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Quá hạn","numeric__Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Khônghuống lãi","numeric__Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Dưới1 tháng","numeric__Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Từ 1 đến3 tháng","numeric__Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Từ 3 đến6 tháng","numeric__Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Từ 6 đến12 tháng","numeric__Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Mẫu B05/TCTD-HN(Ban hành theo Thông tư số49/2014/TT-NHNN ngày 31 tháng 12 năm 2014của Thống đốc Ngân hàng Nhà nước Việt Nam) > Từ 1 đến5 năm","numeric__Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Mẫu B05/TCTD-HN(Ban hành theo Thông tư số49/2014/TT-NHNN ngày 31 tháng 12 năm 2014của Thống đốc Ngân hàng Nhà nước Việt Nam) > Trên 5năm","numeric__Ngân hàng Thương mại Cổ phân Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2016 (tiếp theo) > Mẫu B05/TCTD-HN(Ban hành theo Thông tư số49/2014/TT-NHNN ngày 31 tháng 12 năm 2014của Thống đốc Ngân hàng Nhà nước Việt Nam) > Tổng cộng"
Tài sản,Tài sản,Tài sản,,,,,,,,,,,,,,,,,,
Tiền mặt và vàng,Tài sản > Tiền mặt và vàng,Tiền mặt và vàng,-,1.291.694,-,-,-,-,-,-,1.291.694,,1291694.0,,,,,,,1291694.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,2.718.757,-,-,-,-,-,-,2.718.757,,2718757.0,,,,,,,2718757.0
Tiền gửi và cho vaycác TCTD khác - gộp,Tài sản > Tiền gửi và cho vaycác TCTD khác - gộp,Tiền gửi và cho vaycác TCTD khác - gộp,5.137,-,19.010.454,7.317.744,3.520.133,288.091,-,-,30.141.559,5137.0,,19010454.0,7317744.0,3520133.0,288091.0,,,30141559.0
Chứng khoán kinh doanh- gộp,Tài sản > Chứng khoán kinh doanh- gộp,Chứng khoán kinh doanh- gộp,-,65.382,-,-,-,-,-,-,65.382,,65382.0,,,,,,,65382.0
Các công cụ tài chínhphái sinh và các tài sảntài chính khác,Tài sản > Các công cụ tài chínhphái sinh và các tài sảntài chính khác,Các công cụ tài chínhphái sinh và các tài sảntài chính khác,-,44.578,-,-,-,-,-,-,44.578,,44578.0,,,,,,,44578.0
Cho vay khách hàng - gộp,Tài sản > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,5.378.256,-,56.608.980,68.733.594,18.212.889,12.065.886,951.956,424.624,162.376.185,5378256.0,,56608980.0,68733594.0,18212889.0,12065886.0,951956.0,424624.0,162376185.0
Chứng khoán đầu tư -gộp,Tài sản > Chứng khoán đầu tư -gộp,Chứng khoán đầu tư -gộp,150.000,33.599,100.082,1.184.722,347.316,1.953.163,13.845.052,2.614.416,20.228.350,150000.0,33599.0,100082.0,1184722.0,347316.0,1953163.0,13845052.0,2614416.0,20228350.0
"Góp vốn, đầu tư dài hạn","Tài sản > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",-,229.393,-,-,-,-,-,-,229.393,,229393.0,,,,,,,229393.0
Tài sản cố định vàbất động sản đầu tư,Tài sản > Tài sản cố định vàbất động sản đầu tư,Tài sản cố định vàbất động sản đầu tư,-,3.978.867,-,-,-,-,-,-,3.978.867,,3978867.0,,,,,,,3978867.0
Tài sản có khác - gộp,Tài sản > Tài sản có khác - gộp,Tài sản có khác - gộp,1.034.295,14.374.288,892.014,-,-,-,-,-,16.300.597,1034295.0,14374288.0,892014.0,,,,,,16300597.0
,,,6.567.688,22.736.558,76.611.530,77.236.060,22.080.338,14.307.140,14.797.008,3.039.040,237.375.362,6567688.0,22736558.0,76611530.0,77236060.0,22080338.0,14307140.0,14797008.0,3039040.0,237375362.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,,,
Nợ phải trả NHNNvà các TCTD khác,Nợ phải trả > Nợ phải trả NHNNvà các TCTD khác,Nợ phải trả NHNNvà các TCTD khác,-,-,22.716.389,9.855.447,3.125.914,177.778,2.022,4.302,35.881.852,,,22716389.0,9855447.0,3125914.0,177778.0,2022.0,4302.0,35881852.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầutư, cho vay mà TCTDchịu rủi ro",-,-,57.453.275,37.128.279,37.762.171,29.521.299,4.708.374,2.819,166.576.217,,,57453275.0,37128279.0,37762171.0,29521299.0,4708374.0,2819.0,166576217.0
