row_label_raw,row_label_full,col_0,31/12/2016Triệu VND,%,31/12/2015Triệu VND,%_1,numeric__31/12/2016Triệu VND,numeric__%,numeric__31/12/2015Triệu VND,numeric__%_1
"Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản",34.501.644,"21,25",26.984.705,"20,53",34501644.0,21.25,26984705.0,20.53
Khai khoáng,Khai khoáng,Khai khoáng,8.483.683,"5,22",6.534.738,"4,97",8483683.0,5.22,6534738.0,4.97
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",25.232.054,"15,54",20.032.465,"15,24",25232054.0,15.54,20032465.0,15.24
"SX&PP điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","SX&PP điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","SX&PP điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",8.427.214,"5,19",6.233.780,"4,74",8427214.0,5.19,6233780.0,4.74
"Cung cấp nước, QL&XL rác thải, nước thải","Cung cấp nước, QL&XL rác thải, nước thải","Cung cấp nước, QL&XL rác thải, nước thải",154.238,"0,09",109.289,"0,08",154238.0,0.09,109289.0,0.08
Xây dựng,Xây dựng,Xây dựng,22.636.557,"13,94",19.309.760,"14,69",22636557.0,13.94,19309760.0,14.69
"Bán buôn, bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác","Bán buôn, bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác","Bán buôn, bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác",25.922.633,"15,96",20.587.147,"15,66",25922633.0,15.96,20587147.0,15.66
"Vận tải, kho bãi","Vận tải, kho bãi","Vận tải, kho bãi",3.326.876,"2,05",3.406.075,"2,59",3326876.0,2.05,3406075.0,2.59
Dịch vụ lưu trú & ăn uống,Dịch vụ lưu trú & ăn uống,Dịch vụ lưu trú & ăn uống,1.213.657,"0,75",931.310,"0,71",1213657.0,0.75,931310.0,0.71
Thông tin & truyền thông,Thông tin & truyền thông,Thông tin & truyền thông,143.909,"0,09",112.641,"0,09",143909.0,0.09,112641.0,0.09
"Hoạt động tài chính, ngân hàng, bảo hiểm","Hoạt động tài chính, ngân hàng, bảo hiểm","Hoạt động tài chính, ngân hàng, bảo hiểm",983.861,"0,61",641.715,"0,49",983861.0,0.61,641715.0,0.49
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,10.597.684,"6,53",9.315.326,"7,09",10597684.0,6.53,9315326.0,7.09
"Hoạt động chuyên môn, khoa học & công nghệ","Hoạt động chuyên môn, khoa học & công nghệ","Hoạt động chuyên môn, khoa học & công nghệ",591.889,"0,36",351.226,"0,27",591889.0,0.36,351226.0,0.27
Hoạt động hành chính & dịch vụ hỗ trợ,Hoạt động hành chính & dịch vụ hỗ trợ,Hoạt động hành chính & dịch vụ hỗ trợ,1.237.078,"0,76",1.473.191,"1,12",1237078.0,0.76,1473191.0,1.12
"Hoạt động của Đảng, tổ chức chính trị xã hội, QLNN, ANQP, Bảo đảm Xã hội bắt buộc","Hoạt động của Đảng, tổ chức chính trị xã hội, QLNN, ANQP, Bảo đảm Xã hội bắt buộc","Hoạt động của Đảng, tổ chức chính trị xã hội, QLNN, ANQP, Bảo đảm Xã hội bắt buộc",51.676,"0,03",19.266,"0,01",51676.0,0.03,19266.0,0.01
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,179.654,"0,11",44.792,"0,03",179654.0,0.11,44792.0,0.03
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,137.533,"0,08",82.149,"0,06",137533.0,0.08,82149.0,0.06
"Nghệ thuật, vui chơi, giải trí","Nghệ thuật, vui chơi, giải trí","Nghệ thuật, vui chơi, giải trí",313.037,"0,19",201.605,"0,15",313037.0,0.19,201605.0,0.15
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,17.758.144,"10,94",14.830.420,"11,28",17758144.0,10.94,14830420.0,11.28
"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",310.536,"0,19",27.829,"0,02",310536.0,0.19,27829.0,0.02
,,,162.203.557,"99,90",131.229.429,"99,85",162203557.0,99.9,131229429.0,99.85
Các khoản phải thu giao dịch chứng khoán của SHBS,Các khoản phải thu giao dịch chứng khoán của SHBS,Các khoản phải thu giao dịch chứng khoán của SHBS,172.628,"0,10",197.764,"0,15",172628.0,0.1,197764.0,0.15
,,,162.376.185,"100,00",131.427.193,"100,00",162376185.0,100.0,131427193.0,100.0
