row_label_raw,row_label_full,col_0,31/12/2016,31/12/2016_1,numeric__31/12/2016,numeric__31/12/2016_1
,,,Số cổ phiếu,Triệu VND,,
Số lượng cổ phiếu đăng ký phát hành,Số lượng cổ phiếu đăng ký phát hành,Số lượng cổ phiếu đăng ký phát hành,1.119.689.100,11.196.891,1119689100.0,11196891.0
Số lượng cổ phiếu đã bán ra công chúngCổ phiếu phổ thông,Số lượng cổ phiếu đã bán ra công chúngCổ phiếu phổ thông,Số lượng cổ phiếu đã bán ra công chúngCổ phiếu phổ thông,1.119.689.100,11.196.891,1119689100.0,11196891.0
Số cổ phiếu được mua lạiCổ phiếu phổ thông,Số cổ phiếu được mua lạiCổ phiếu phổ thông,Số cổ phiếu được mua lạiCổ phiếu phổ thông,496.186,4.962,496186.0,4962.0
Số cổ phiếu đang lưu hànhCổ phiếu phổ thông,Số cổ phiếu đang lưu hànhCổ phiếu phổ thông,Số cổ phiếu đang lưu hànhCổ phiếu phổ thông,1.119.192.914,11.191.929,1119192914.0,11191929.0
,,,31/12/2015,31/12/2015,,
,,,Số cổ phiếu,Triệu VND,,
Số lượng cổ phiếu đăng ký phát hành,Số lượng cổ phiếu đăng ký phát hành,Số lượng cổ phiếu đăng ký phát hành,948.594.461,9.485.945,948594461.0,9485945.0
Số lượng cổ phiếu đã bán ra công chúngCổ phiếu phổ thông,Số lượng cổ phiếu đã bán ra công chúngCổ phiếu phổ thông,Số lượng cổ phiếu đã bán ra công chúngCổ phiếu phổ thông,948.594.461,9.485.945,948594461.0,9485945.0
Số cổ phiếu được mua lạiCổ phiếu phổ thông,Số cổ phiếu được mua lạiCổ phiếu phổ thông,Số cổ phiếu được mua lạiCổ phiếu phổ thông,496.186,4.962,496186.0,4962.0
Số cổ phiếu đang lưu hànhCổ phiếu phổ thông,Số cổ phiếu đang lưu hànhCổ phiếu phổ thông,Số cổ phiếu đang lưu hànhCổ phiếu phổ thông,948.098.275,9.480.983,948098275.0,9480983.0
