row_label_raw,row_label_full,Số dư đầu năm > Dự phòng trích lập trong năm (Thuyết minh 32),2016 > Tại Việt NamTriệu VND > 469.952 > 354.384,2016 > Tại chi nhánh nước ngoàiTriệu VND > 3.079 > 54.938,2016 > Tổng cộngTriệu VND > 473.031 > 409.322,2015 > Tại Việt NamTriệu VND > 101.811 > 684.287,2015 > Tại chi nhánh nước ngoàiTriệu VND > 9.320 > 15.325,2015 > Tổng cộngTriệu VND > 111.131 > 699.612,numeric__2016 > Tại Việt NamTriệu VND > 469.952 > 354.384,numeric__2016 > Tại chi nhánh nước ngoàiTriệu VND > 3.079 > 54.938,numeric__2016 > Tổng cộngTriệu VND > 473.031 > 409.322,numeric__2015 > Tại Việt NamTriệu VND > 101.811 > 684.287,numeric__2015 > Tại chi nhánh nước ngoàiTriệu VND > 9.320 > 15.325,numeric__2015 > Tổng cộngTriệu VND > 111.131 > 699.612
Tăng do sáp nhập VVF,Tăng do sáp nhập VVF,Tăng do sáp nhập VVF,15.403,-,15.403,-,-,-,15403.0,,15403.0,,,
Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,(167.263),-,(167.263),(316.146),(21.566),(337.712),-167263.0,,-167263.0,-316146.0,-21566.0,-337712.0
Chênh lệch tỷ giá,Chênh lệch tỷ giá,Chênh lệch tỷ giá,-,560,560,-,-,-,,560.0,560.0,,,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,672.476,58.577,731.053,469.952,3.079,473.031,672476.0,58577.0,731053.0,469952.0,3079.0,473031.0
