row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2016Triệu VND,31/12/2015Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2016Triệu VND,numeric__31/12/2015Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,Tiền mặt và vàng,4,1.291.694,1.917.860,,4.0,1291694.0,1917860.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước,5,2.718.757,4.362.518,,5.0,2718757.0,4362518.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác,6,30.136.422,29.793.709,,6.0,30136422.0,29793709.0
1,A > 1,1,Tiền gửi tại các tổ chức tín dụng khác,,23.230.559,25.935.846,,,23230559.0,25935846.0
2,A > 2,2,Cho vay các tổ chức tín dụng khác,,6.911.000,3.863.000,,,6911000.0,3863000.0
3,A > 3,3,Dự phòng rủi ro,,(5.137),(5.137),,,-5137.0,-5137.0
IV,A > IV,IV,Chứng khoán kinh doanh,7,40.899,54.378,,7.0,40899.0,54378.0
1,A > 1,1,Chứng khoán kinh doanh,,65.382,70.927,,,65382.0,70927.0
2,A > 2,2,Dự phòng rủi ro chứng khoán kinh doanh,,(24.483),(16.549),,,-24483.0,-16549.0
V,A > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,8,44.578,-,,8.0,44578.0,
VI,A > VI,VI,Cho vay khách hàng,,160.578.800,130.005.807,,,160578800.0,130005807.0
1,A > 1,1,Cho vay khách hàng,9,162.376.185,131.427.193,,9.0,162376185.0,131427193.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,10,(1.797.385),(1.421.386),,10.0,-1797385.0,-1421386.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,11,18.846.623,17.316.651,,11.0,18846623.0,17316651.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,,10.788.497,7.479.883,,,10788497.0,7479883.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,,9.439.853,10.399.493,,,9439853.0,10399493.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,,(1.381.727),(562.725),,,-1381727.0,-562725.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",12,222.949,303.409,,12.0,222949.0,303409.0
4,A > 4,4,Đầu tư dài hạn khác,,229.393,313.397,,,229393.0,313397.0
5,A > 5,5,Dự phòng giảm giá đầu tư dài hạn,,(6.444),(9.988),,,-6444.0,-9988.0
X,A > X,X,Tài sản cố định,,3.962.052,4.056.266,,,3962052.0,4056266.0
1,A > 1,1,Tài sản cố định hữu hình,13,424.046,361.018,,13.0,424046.0,361018.0
a,A > a,a,Nguyên giá,,962.704,813.363,,,962704.0,813363.0
b,A > b,b,Giá trị hao mòn lũy kế,,(538.658),(452.345),,,-538658.0,-452345.0
3,A > 3,3,Tài sản cố định vô hình,14,3.538.006,3.695.248,,14.0,3538006.0,3695248.0
a,A > a,a,Nguyên giá,,3.726.916,3.848.511,,,3726916.0,3848511.0
b,A > b,b,Giá trị hao mòn lũy kế,,(188.910),(153.263),,,-188910.0,-153263.0
XI,A > XI,XI,Bất động sản đầu tư,15,16.815,16.955,,15.0,16815.0,16955.0
a,A > a,a,Nguyên giá bất động sản đầu tư,,17.401,17.401,,,17401.0,17401.0
b,A > b,b,Hao mòn bất động sản đầu tư,,(586),(446),,,-586.0,-446.0
XII,A > XII,XII,Tài sản Có khác,16,16.088.151,16.876.587,,16.0,16088151.0,16876587.0
1,A > 1,1,Các khoản phải thu,,1.705.468,1.950.668,,,1705468.0,1950668.0
2,A > 2,2,"Các khoản lãi, phí phải thu",,7.875.554,8.872.126,,,7875554.0,8872126.0
4,A > 4,4,Tài sản Có khác,,6.719.575,6.124.385,,,6719575.0,6124385.0
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,,(212.446),(70.592),,,-212446.0,-70592.0
,,,TỔNG TÀI SẢN,,233.947.740,204.704.140,,,233947740.0,204704140.0
