row_label_raw,row_label_full,Số dư đầu năm > Dự phòng trích lập/(hoàn nhập) trong năm(Thuyết minh 32),2016 > Tại Việt NamTriệu VND > 897.197 > 120.589,2016 > Tại chi nhánh nước ngoàiTriệu VND > 51.158 > (3.552),2016 > Tổng cộngTriệu VND > 948.355 > 117.037,2015 > Tại Việt NamTriệu VND > 899.152 > (1.955),2015 > Tại chi nhánh nước ngoàiTriệu VND > 36.965 > 13.175,2015 > Tổng cộngTriệu VND > 936.117 > 11.220,numeric__2016 > Tại Việt NamTriệu VND > 897.197 > 120.589,numeric__2016 > Tại chi nhánh nước ngoàiTriệu VND > 51.158 > (3.552),numeric__2016 > Tổng cộngTriệu VND > 948.355 > 117.037,numeric__2015 > Tại Việt NamTriệu VND > 899.152 > (1.955),numeric__2015 > Tại chi nhánh nước ngoàiTriệu VND > 36.965 > 13.175,numeric__2015 > Tổng cộngTriệu VND > 936.117 > 11.220
Tăng do sáp nhập VVF,Tăng do sáp nhập VVF,Tăng do sáp nhập VVF,940,-,940,-,-,-,940.0,,940.0,,,
Chênh lệch tỷ giá,Chênh lệch tỷ giá,Chênh lệch tỷ giá,-,-,-,-,1.018,1.018,,,,,1018.0,1018.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,1.018.726,47.606,1.066.332,897.197,51.158,948.355,1018726.0,47606.0,1066332.0,897197.0,51158.0,948355.0
