row_label_raw,row_label_full,col_0,Tín dụngTriệu VND,Đầu tưTriệu VND,Kinh doanh vàhuy động vốnTriệu VND,Dịch vụTriệu VND,Tổng cộngTriệu VND,numeric__Tín dụngTriệu VND,numeric__Đầu tưTriệu VND,numeric__Kinh doanh vàhuy động vốnTriệu VND,numeric__Dịch vụTriệu VND,numeric__Tổng cộngTriệu VND
2015Doanh thu trực tiếp,2015Doanh thu trực tiếp,2015Doanh thu trực tiếp,11.392.541,957.915,210.159,824.402,13.385.017,11392541.0,957915.0,210159.0,824402.0,13385017.0
31 tháng 12 năm 2015,31 tháng 12 năm 2015,31 tháng 12 năm 2015,31 tháng 12 năm 2015,31 tháng 12 năm 2015,31 tháng 12 năm 2015,31 tháng 12 năm 2015,31 tháng 12 năm 2015,,,,,
Tải sản bộ phận,31 tháng 12 năm 2015 > Tải sản bộ phận,Tải sản bộ phận,141.467.937,20.393.828,33.577.428,115.791,195.554.984,141467937.0,20393828.0,33577428.0,115791.0,195554984.0
Tải sản phân bổ,31 tháng 12 năm 2015 > Tải sản phân bổ,Tải sản phân bổ,3.856.393,22.561,3.176.560,2.093.642,9.149.156,3856393.0,22561.0,3176560.0,2093642.0,9149156.0
Tổng tài sản,31 tháng 12 năm 2015 > Tổng tài sản,Tổng tài sản,145.324.330,20.416.389,36.753.988,2.209.433,204.704.140,145324330.0,20416389.0,36753988.0,2209433.0,204704140.0
Nợ phải trả bộ phận,31 tháng 12 năm 2015 > Nợ phải trả bộ phận,Nợ phải trả bộ phận,249.633,-,192.400.579,379.410,193.029.622,249633.0,,192400579.0,379410.0,193029622.0
Nợ phải trả phân bổ,31 tháng 12 năm 2015 > Nợ phải trả phân bổ,Nợ phải trả phân bổ,175.663,1.028,144.697,95.368,416.756,175663.0,1028.0,144697.0,95368.0,416756.0
Tổng nợ phải trả,31 tháng 12 năm 2015 > Tổng nợ phải trả,Tổng nợ phải trả,425.296,1.028,192.545.276,474.778,193.446.378,425296.0,1028.0,192545276.0,474778.0,193446378.0
