row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2016Triệu VND,31/12/2015Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2016Triệu VND,numeric__31/12/2015Triệu VND
B,B,B,NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,,,,,,
B,B,B,NỘ PHẢI TRẢ,,,,,,,
I,B > I,I,Các khoản nợ Chính phủ và Ngân hàng Nhà nước,17,2.572.420,4.224.915,,17.0,2572420.0,4224915.0
II,B > II,II,Tiền gửi và vay các tổ chức tín dụng khác,18,33.309.432,28.145.783,,18.0,33309432.0,28145783.0
1,B > 1,1,Tiền gửi của các tổ chức tín dụng khác,,23.299.257,24.319.748,,,23299257.0,24319748.0
2,B > 2,2,Vay các tổ chức tín dụng khác,,10.010.175,3.826.035,,,10010175.0,3826035.0
III,B > III,III,Tiền gửi của khách hàng,19,166.576.217,148.828.876,,19.0,166576217.0,148828876.0
IV,B > IV,IV,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,8,-,100.011,,8.0,,100011.0
V,B > V,V,"Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro",20,808.887,414.632,,20.0,808887.0,414632.0
VI,B > VI,VI,Phát hành giấy tờ có giá,21,13.767.675,8.259.448,,21.0,13767675.0,8259448.0
VII,B > VII,VII,Các khoản nợ khác,22,3.681.536,3.472.713,,22.0,3681536.0,3472713.0
1,B > 1,1,"Các khoản lãi, phí phải trả",,3.204.877,3.053.554,,,3204877.0,3053554.0
3,B > 3,3,Các khoản phải trả và công nợ khác,,476.659,419.159,,,476659.0,419159.0
,,,TỔNG NỘ PHẢI TRẢ,,220.716.167,193.446.378,,,220716167.0,193446378.0
,,,VỐN CHỦ SỞ HỮU,,,,,,,
VIII,B > VIII,VIII,Vốn và các quỹ,23,13.231.573,11.257.762,,23.0,13231573.0,11257762.0
1,B > 1,1,Vốn,,11.293.347,9.582.401,,,11293347.0,9582401.0
\( a \),B > \( a \),\( a \),Vốn điều lệ,,11.196.891,9.485.945,,,11196891.0,9485945.0
\( c \),B > \( c \),\( c \),Thặng dư vốn cổ phần,,101.716,101.716,,,101716.0,101716.0
\( d \),B > \( d \),\( d \),Cổ phiếu quỹ,,(5.260),(5.260),,,-5260.0,-5260.0
2,B > 2,2,Các quỹ của tổ chức tín dụng,,1.038.259,863.808,,,1038259.0,863808.0
5,B > 5,5,Lợi nhuận chưa phân phối,,897.661,808.832,,,897661.0,808832.0
6,B > 6,6,Lợi ích của cổ đông không kiểm soát,,2.306,2.721,,,2306.0,2721.0
,,,TỔNG VỐN CHỦ SỞ HỮU,,13.231.573,11.257.762,,,13231573.0,11257762.0
,,,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,233.947.740,204.704.140,,,233947740.0,204704140.0
