row_label_raw,row_label_full,Tại 31 tháng 12 năm 2015(Triệu VND),Quá hạn > Dưới 3 tháng,Quá hạn > Trên 3 tháng,Quá hạn > Đến 1 tháng,Trong hạn > Từ 1 đến3 tháng,Trong hạn > Từ 3 đến12 tháng,Trong hạn > Từ 1 đến5 năm,Trong hạn > Trên 5 năm,Trong hạn > Tổng cộng,numeric__Quá hạn > Dưới 3 tháng,numeric__Quá hạn > Trên 3 tháng,numeric__Quá hạn > Đến 1 tháng,numeric__Trong hạn > Từ 1 đến3 tháng,numeric__Trong hạn > Từ 3 đến12 tháng,numeric__Trong hạn > Từ 1 đến5 năm,numeric__Trong hạn > Trên 5 năm,numeric__Trong hạn > Tổng cộng
Tài sản,Tài sản,Tài sản,,,,,,,,,,,,,,,,
Tiền mặt và vàng,Tài sản > Tiền mặt và vàng,Tiền mặt và vàng,-,-,1.917.860,-,-,-,-,1.917.860,,,1917860.0,,,,,1917860.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,-,4.362.518,-,-,-,-,4.362.518,,,4362518.0,,,,,4362518.0
Tiền gửi và cho vay các TCTD khác - gộp,Tài sản > Tiền gửi và cho vay các TCTD khác - gộp,Tiền gửi và cho vay các TCTD khác - gộp,-,5.137,23.027.209,5.673.500,1.093.000,-,-,29.798.846,,5137.0,23027209.0,5673500.0,1093000.0,,,29798846.0
Chứng khoán kinh doanh - gộp,Tài sản > Chứng khoán kinh doanh - gộp,Chứng khoán kinh doanh - gộp,-,-,70.927,-,-,-,-,70.927,,,70927.0,,,,,70927.0
Cho vay khách hàng - gộp,Tài sản > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,1.812.968,2.373.791,8.573.588,13.767.222,24.854.623,42.715.336,37.329.665,131.427.193,1812968.0,2373791.0,8573588.0,13767222.0,24854623.0,42715336.0,37329665.0,131427193.0
Chứng khoán đầu tư - gộp,Tài sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,-,-,200.428,1.392.520,2.201.134,11.500.217,2.585.077,17.879.376,,,200428.0,1392520.0,2201134.0,11500217.0,2585077.0,17879376.0
"Gộp vốn, đầu tư dài hạn - gộp","Tài sản > Gộp vốn, đầu tư dài hạn - gộp","Gộp vốn, đầu tư dài hạn - gộp",-,-,-,-,-,-,313.397,313.397,,,,,,,313397.0,313397.0
Tài sản cố định và bất động sản đầu tư,Tài sản > Tài sản cố định và bất động sản đầu tư,Tài sản cố định và bất động sản đầu tư,-,-,3.619.029,243,8.694,213.551,231.704,4.073.221,,,3619029.0,243.0,8694.0,213551.0,231704.0,4073221.0
Tài sản có khác - gộp,Tài sản > Tài sản có khác - gộp,Tài sản có khác - gộp,1.048.584,-,15.325.845,7.988,118.966,440.020,5.776,16.947.179,1048584.0,,15325845.0,7988.0,118966.0,440020.0,5776.0,16947179.0
,,,2.861.552,2.378.928,57.097.404,20.841.473,28.276.417,54.869.124,40.465.619,206.790.517,2861552.0,2378928.0,57097404.0,20841473.0,28276417.0,54869124.0,40465619.0,206790517.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,
Nợ phải trả NHNN và các TCTD khác,Nợ phải trả > Nợ phải trả NHNN và các TCTD khác,Nợ phải trả NHNN và các TCTD khác,-,-,22.806.164,8.204.433,1.138.931,216.420,4.750,32.370.698,,,22806164.0,8204433.0,1138931.0,216420.0,4750.0,32370698.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,54.966.012,32.387.676,57.124.807,4.348.147,2.234,148.828.876,,,54966012.0,32387676.0,57124807.0,4348147.0,2234.0,148828876.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả > Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,-,100.011,-,-,-,-,100.011,,,100011.0,,,,,100011.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,6.090,12.044,76.906,300.305,19.287,414.632,,,6090.0,12044.0,76906.0,300305.0,19287.0,414632.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,31.200,1.670.000,4.352.635,1.205.613,1.000.000,8.259.448,,,31200.0,1670000.0,4352635.0,1205613.0,1000000.0,8259448.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,3.472.713,-,-,-,-,3.472.713,,,3472713.0,,,,,3472713.0
,,,-,-,81.382.190,42.274.153,62.693.279,6.070.485,1.026.271,193.446.378,,,81382190.0,42274153.0,62693279.0,6070485.0,1026271.0,193446378.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,2.861.552,2.378.928,(24.284.786),(21.432.680),(34.416.862),48.798.639,39.439.348,13.344.139,2861552.0,2378928.0,-24284786.0,-21432680.0,-34416862.0,48798639.0,39439348.0,13344139.0
