row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,285.659,303.802,285659.0,303802.0
Các khoản phải trả nhân viên,Các khoản phải trả nhân viên,Các khoản phải trả nhân viên,259.514,290.905,259514.0,290905.0
Quỹ khen thưởng và phúc lợi,Quỹ khen thưởng và phúc lợi,Quỹ khen thưởng và phúc lợi,26.145,12.897,26145.0,12897.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,1.811.598,767.101,1811598.0,767101.0
Các khoản phải trả trong dịch vụ thanh toánchuyển tiền nhanh,Các khoản phải trả trong dịch vụ thanh toánchuyển tiền nhanh,Các khoản phải trả trong dịch vụ thanh toánchuyển tiền nhanh,1.518.204,571.106,1518204.0,571106.0
Thuế và các khoản phải trả ngân sách nhà nước,Thuế và các khoản phải trả ngân sách nhà nước,Thuế và các khoản phải trả ngân sách nhà nước,121.829,96.679,121829.0,96679.0
Các khoản chờ thanh toán trong nghiệp vụ thanh toán,Các khoản chờ thanh toán trong nghiệp vụ thanh toán,Các khoản chờ thanh toán trong nghiệp vụ thanh toán,55.755,1.811,55755.0,1811.0
Các khoản tiền giữ hộ và đội thanh toán,Các khoản tiền giữ hộ và đội thanh toán,Các khoản tiền giữ hộ và đội thanh toán,38.116,27.676,38116.0,27676.0
Doanh thu từ hoạt động môi giới bảo hiểm chờ phân bổ,Doanh thu từ hoạt động môi giới bảo hiểm chờ phân bổ,Doanh thu từ hoạt động môi giới bảo hiểm chờ phân bổ,31.752,33.501,31752.0,33501.0
Tiền giữ hộ và đội thanh toán,Tiền giữ hộ và đội thanh toán,Tiền giữ hộ và đội thanh toán,16.542,13.013,16542.0,13013.0
Phải trả về kinh phí công đoàn,Phải trả về kinh phí công đoàn,Phải trả về kinh phí công đoàn,6.265,7.744,6265.0,7744.0
Cổ tức phải trả,Cổ tức phải trả,Cổ tức phải trả,4.092,4.314,4092.0,4314.0
Doanh thu chờ phân bổ khác,Doanh thu chờ phân bổ khác,Doanh thu chờ phân bổ khác,1.587,2.173,1587.0,2173.0
Phải trả khác,Phải trả khác,Phải trả khác,17.456,9.084,17456.0,9084.0
,,,2.097.257,1.070.903,2097257.0,1070903.0
