row_label_raw,row_label_full,col_0,Vốn điều lệTriệu đồng,Thặng dưvốn cổ phầnTriệu đồng,Vốn khácTriệu đồng,Vốn đầu tưxây dựngcor bảnTriệu đồng,Quỹ của TCTDTriệu đồng,Lợi nhuậnchưaphân phốiTriệu đồng,Tổng côngTriệu đồng,numeric__Vốn điều lệTriệu đồng,numeric__Thặng dưvốn cổ phầnTriệu đồng,numeric__Vốn khácTriệu đồng,numeric__Vốn đầu tưxây dựngcor bảnTriệu đồng,numeric__Quỹ của TCTDTriệu đồng,numeric__Lợi nhuậnchưaphân phốiTriệu đồng,numeric__Tổng côngTriệu đồng
Ngày 1 tháng 1 năm 2022,Ngày 1 tháng 1 năm 2022,Ngày 1 tháng 1 năm 2022,5.134.405,171.271,25,10,777.795,1.941.336,8.024.842,5134405.0,171271.0,25.0,10.0,777795.0,1941336.0,8024842.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,3.329.942,1.400.960,-,-,-,(1.899.942),2.830.960,3329942.0,1400960.0,,,,-1899942.0,2830960.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,-,-,-,-,1.807.876,1.807.876,,,,,,1807876.0,1807876.0
Trích lập các quỹ,Trích lập các quỹ,Trích lập các quỹ,-,-,-,-,273.619,(273.619),-,,,,,273619.0,-273619.0,
"Trích quỹ khen thưởng,phúc lợi","Trích quỹ khen thưởng,phúc lợi","Trích quỹ khen thưởng,phúc lợi",-,-,-,-,-,(13.898),(13.898),,,,,,-13898.0,-13898.0
Ngày 31 tháng 12 năm 2022,Ngày 31 tháng 12 năm 2022,Ngày 31 tháng 12 năm 2022,8.464.347,1.572.231,25,10,1.051.414,1.561.753,12.649.780,8464347.0,1572231.0,25.0,10.0,1051414.0,1561753.0,12649780.0
