row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,17.916.749,13.340.102,17916749.0,13340102.0
- Cam kết giao dịch hoán đổi,- Cam kết giao dịch hoán đổi,- Cam kết giao dịch hoán đổi,17.916.749,13.340.102,17916749.0,13340102.0
Cam kết trong nghiệp vụ thư tín dụng,Cam kết trong nghiệp vụ thư tín dụng,Cam kết trong nghiệp vụ thư tín dụng,7.953.409,932.115,7953409.0,932115.0
- Thư tín dụng trả ngay,- Thư tín dụng trả ngay,- Thư tín dụng trả ngay,-,808,,808.0
- Thư tín dụng trả chậm,- Thư tín dụng trả chậm,- Thư tín dụng trả chậm,7.953.409,931.307,7953409.0,931307.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,899.503,1.066.273,899503.0,1066273.0
- Cam kết bảo lãnh thanh toán,- Cam kết bảo lãnh thanh toán,- Cam kết bảo lãnh thanh toán,512.013,733.402,512013.0,733402.0
- Cam kết bảo lãnh thực hiện hợp đồng,- Cam kết bảo lãnh thực hiện hợp đồng,- Cam kết bảo lãnh thực hiện hợp đồng,185.792,180.059,185792.0,180059.0
- Cam kết bảo lãnh dự thầu,- Cam kết bảo lãnh dự thầu,- Cam kết bảo lãnh dự thầu,29.936,12.114,29936.0,12114.0
- Cam kết bảo lãnh khác,- Cam kết bảo lãnh khác,- Cam kết bảo lãnh khác,171.762,140.698,171762.0,140698.0
,,,26.769.661,15.338.490,26769661.0,15338490.0
Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,(13.684),(19.098),-13684.0,-19098.0
Nghĩa vụ nợ tiềm Ản và các cam kết đưa ra,Nghĩa vụ nợ tiềm Ản và các cam kết đưa ra,Nghĩa vụ nợ tiềm Ản và các cam kết đưa ra,26.755.977,15.319.392,26755977.0,15319392.0
