row_label_raw,row_label_full,col_0,Thay đổi tỷ giá,Ảnh hưởng tăng/(giảm) lợi nhuận sau thuế,numeric__Thay đổi tỷ giá,numeric__Ảnh hưởng tăng/(giảm) lợi nhuận sau thuế
,,,Thay đổi tỷ giá,Triệu đồng,,
Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,,
EUR,Tại ngày 31 tháng 12 năm 2022 > EUR,EUR,3%,32,0.03,32.0
EUR,Tại ngày 31 tháng 12 năm 2022 > EUR,EUR,(3%),(32),,-32.0
USD,Tại ngày 31 tháng 12 năm 2022 > USD,USD,3%,10.090,0.03,10090.0
USD,Tại ngày 31 tháng 12 năm 2022 > USD,USD,(3%),(10.090),,-10090.0
SJC,Tại ngày 31 tháng 12 năm 2022 > SJC,SJC,3%,44,0.03,44.0
SJC,Tại ngày 31 tháng 12 năm 2022 > SJC,SJC,(3%),(44),,-44.0
