row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,1.526.950,1.332.870,1526950.0,1332870.0
- Chi lương và phụ cấp,- Chi lương và phụ cấp,- Chi lương và phụ cấp,1.386.409,1.218.013,1386409.0,1218013.0
- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,83.003,67.765,83003.0,67765.0
- Chi trợ cấp và chi khác,- Chi trợ cấp và chi khác,- Chi trợ cấp và chi khác,57.538,47.092,57538.0,47092.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,110.661,108.914,110661.0,108914.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,1.204.317,797.947,1204317.0,797947.0
- Chi phí quản lý chung,- Chi phí quản lý chung,- Chi phí quản lý chung,311.925,222.477,311925.0,222477.0
- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,227.551,176.079,227551.0,176079.0
"- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết","- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết","- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết",205.798,81.912,205798.0,81912.0
- Chi phí sửa chữa và nâng cấp tài sản,- Chi phí sửa chữa và nâng cấp tài sản,- Chi phí sửa chữa và nâng cấp tài sản,168.854,123.617,168854.0,123617.0
"- Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","- Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","- Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",145.233,128.455,145233.0,128455.0
- Chi khác về tài sản,- Chi khác về tài sản,- Chi khác về tài sản,37.689,29.546,37689.0,29546.0
- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,35.215,6.072,35215.0,6072.0
- Chi phí vật liệu giấy tờ in,- Chi phí vật liệu giấy tờ in,- Chi phí vật liệu giấy tờ in,29.184,23.372,29184.0,23372.0
- Công tác phí,- Công tác phí,- Công tác phí,16.514,4.939,16514.0,4939.0
"- Chi phí dự phòng/(hoàn nhập) (không bao gồm dự phòng rủi ro tín dụng, rủi ro chứng khoán)","- Chi phí dự phòng/(hoàn nhập) (không bao gồm dự phòng rủi ro tín dụng, rủi ro chứng khoán)","- Chi phí dự phòng/(hoàn nhập) (không bao gồm dự phòng rủi ro tín dụng, rủi ro chứng khoán)",10.079,(6.784),10079.0,-6784.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,16.275,8.262,16275.0,8262.0
,,,2.841.928,2.239.731,2841928.0,2239731.0
