row_label_raw,row_label_full,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2022,Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng)Triệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2022,Giá trị ghi số kế toán ròng (theo tỷ giá tại ngày lập báo cáo) > Tài sảnTriệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2022,Giá trị ghi số kế toán ròng (theo tỷ giá tại ngày lập báo cáo) > Nợ phải trảTriệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2022,numeric__Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng)Triệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2022,numeric__Giá trị ghi số kế toán ròng (theo tỷ giá tại ngày lập báo cáo) > Tài sảnTriệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2022,numeric__Giá trị ghi số kế toán ròng (theo tỷ giá tại ngày lập báo cáo) > Nợ phải trảTriệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2022
Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,3.278.959,28.566,-,3278959.0,28566.0,
Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,8.958.149,76.383,-,8958149.0,76383.0,
,,,12.237.108,104.949,-,12237108.0,104949.0,
Số thuần,Số thuần,Số thuần,,104.949,,,104949.0,
Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2021,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2021,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2021,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2021,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2021,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2021,,,
Giao dịch kỳ hạn tiền tệ,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2021 > Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,913.231,1.489,-,913231.0,1489.0,
Giao dịch hoán đổi tiền tệ,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2021 > Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,6.693.302,-,(4.601),6693302.0,,-4601.0
,,,7.606.533,1.489,(4.601),7606533.0,1489.0,-4601.0
Số thuần,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2021 > Số thuần,Số thuần,,,(3.112),,,-3112.0
