row_label_raw,row_label_full,col_0,Năm nay,Năm trước(Trình bày lại),numeric__Năm nay,numeric__Năm trước(Trình bày lại)
,,,Triệu VND,Triệu VND,,
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,7.871.837,6.788.718,7871837.0,6788718.0
Hoạt động thanh toán,Hoạt động thanh toán,Hoạt động thanh toán,3.343.859,2.963.793,3343859.0,2963793.0
Hoạt động ngân quỹ,Hoạt động ngân quỹ,Hoạt động ngân quỹ,87.376,100.101,87376.0,100101.0
Dịch vụ đại lý,Dịch vụ đại lý,Dịch vụ đại lý,111.939,120.514,111939.0,120514.0
Hoạt động bảo hiểm,Hoạt động bảo hiểm,Hoạt động bảo hiểm,1.694.062,1.461.745,1694062.0,1461745.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,2.634.601,2.142.565,2634601.0,2142565.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(3.605.506),(3.233.616),-3605506.0,-3233616.0
Hoạt động thanh toán,Hoạt động thanh toán,Hoạt động thanh toán,(623.759),(579.399),-623759.0,-579399.0
Hoạt động ngân quỹ,Hoạt động ngân quỹ,Hoạt động ngân quỹ,(253.389),(222.044),-253389.0,-222044.0
"Bưu điện, viễn thông","Bưu điện, viễn thông","Bưu điện, viễn thông",(140.540),(133.910),-140540.0,-133910.0
Dịch vụ đại lý,Dịch vụ đại lý,Dịch vụ đại lý,(855),(874),-855.0,-874.0
Hoạt động bảo hiểm,Hoạt động bảo hiểm,Hoạt động bảo hiểm,(1.222.557),(1.133.619),-1222557.0,-1133619.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,(1.364.406),(1.163.770),-1364406.0,-1163770.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,4.266.331,3.555.102,4266331.0,3555102.0
