row_label_raw,row_label_full,col_0,Năm nay,Năm trước(Trình bày lại),numeric__Năm nay,numeric__Năm trước(Trình bày lại)
,,,Triệu VND,Triệu VND,,
Tổng lợi nhuận kê toán trước thuế,Tổng lợi nhuận kê toán trước thuế,Tổng lợi nhuận kê toán trước thuế,10.732.209,9.391.417,10732209.0,9391417.0
- Lợi nhuận trước thuế của các công ty con,- Lợi nhuận trước thuế của các công ty con,- Lợi nhuận trước thuế của các công ty con,(460.027),(509.936),-460027.0,-509936.0
- Các khoản điều chỉnh hợp nhất,- Các khoản điều chỉnh hợp nhất,- Các khoản điều chỉnh hợp nhất,35.942,(63.852),35942.0,-63852.0
Lợi nhuận trước thuế của riêng Ngân hàng,Lợi nhuận trước thuế của riêng Ngân hàng,Lợi nhuận trước thuế của riêng Ngân hàng,10.308.124,8.817.629,10308124.0,8817629.0
- Thu nhập tử cổ tức không chịu thuế,- Thu nhập tử cổ tức không chịu thuế,- Thu nhập tử cổ tức không chịu thuế,(248.738),(243.167),-248738.0,-243167.0
- Các chi phí không được khấu trừ,- Các chi phí không được khấu trừ,- Các chi phí không được khấu trừ,33.464,43.623,33464.0,43623.0
Thu nhập chịu thuế ước tính của Ngân hàng,Thu nhập chịu thuế ước tính của Ngân hàng,Thu nhập chịu thuế ước tính của Ngân hàng,10.092.850,8.618.085,10092850.0,8618085.0
- Chi phí thuế TNDN hiện hành ước tính của Ngân hàng mẹ,- Chi phí thuế TNDN hiện hành ước tính của Ngân hàng mẹ,- Chi phí thuế TNDN hiện hành ước tính của Ngân hàng mẹ,2.018.570,1.723.617,2018570.0,1723617.0
- Chi phí thuế TNDN hiện hành của các công ty con,- Chi phí thuế TNDN hiện hành của các công ty con,- Chi phí thuế TNDN hiện hành của các công ty con,144.087,183.728,144087.0,183728.0
Chi phí thuế TNDN trong năm của toàn hệ thống,Chi phí thuế TNDN trong năm của toàn hệ thống,Chi phí thuế TNDN trong năm của toàn hệ thống,2.162.657,1.907.345,2162657.0,1907345.0
Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,470.813,283.073,470813.0,283073.0
Điều chỉnh theo kết quả kiểm tra của các cơ quan quản lý Nhà nước,Điều chỉnh theo kết quả kiểm tra của các cơ quan quản lý Nhà nước,Điều chỉnh theo kết quả kiểm tra của các cơ quan quản lý Nhà nước,109,23.905,109.0,23905.0
Giảm khác,Giảm khác,Giảm khác,(1.852),-,-1852.0,
Thuế TNDN thực nộp trong năm,Thuế TNDN thực nộp trong năm,Thuế TNDN thực nộp trong năm,(1.871.349),(1.743.510),-1871349.0,-1743510.0
Thuế TNDN phải trả thuần cuối năm,Thuế TNDN phải trả thuần cuối năm,Thuế TNDN phải trả thuần cuối năm,760.378,470.813,760378.0,470813.0
