row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm(Trình bày lại),numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại)
,,,Triệu VND,Triệu VND,,
Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,577.832,476.530,577832.0,476530.0
Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,6.024.207,5.421.796,6024207.0,5421796.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Phải thu các trung gian thanh toán,Trong đó: > - Phải thu các trung gian thanh toán,- Phải thu các trung gian thanh toán,1.807.494,1.433.982,1807494.0,1433982.0
"- Ký quỹ, thể chấp, đặt cọc","Trong đó: > - Ký quỹ, thể chấp, đặt cọc","- Ký quỹ, thể chấp, đặt cọc",303.987,285.630,303987.0,285630.0
- Phải thu trong nghiệp vụ tài trợ thường mại,Trong đó: > - Phải thu trong nghiệp vụ tài trợ thường mại,- Phải thu trong nghiệp vụ tài trợ thường mại,1.124.549,1.070.512,1124549.0,1070512.0
- Phải thu từ Ngân hàng Nhà nước liên quan đến cho vay hỗ trợ lãi suất,Trong đó: > - Phải thu từ Ngân hàng Nhà nước liên quan đến cho vay hỗ trợ lãi suất,- Phải thu từ Ngân hàng Nhà nước liên quan đến cho vay hỗ trợ lãi suất,581.156,473.979,581156.0,473979.0
- Phải thu khách hàng trong hoạt động bảo hiểm của BIC,Trong đó: > - Phải thu khách hàng trong hoạt động bảo hiểm của BIC,- Phải thu khách hàng trong hoạt động bảo hiểm của BIC,308.292,352.505,308292.0,352505.0
- Phải thu trong hoạt động giao dịch chứng khoán của BSC,Trong đó: > - Phải thu trong hoạt động giao dịch chứng khoán của BSC,- Phải thu trong hoạt động giao dịch chứng khoán của BSC,28.046,43.072,28046.0,43072.0
,,,6.602.039,5.898.326,6602039.0,5898326.0
